id,in5
2212173,4
2213986,3
2215338,4
2225184,2
2225221,4
2226723,4
2231454,4
2231455,4
2232410,1
2233240,4
2233307,2
2237017,4
2237303,4
2239936,4
2240440,4
2241071,4
2241877,3
2242474,4
2243494,5
2244263,4
2244281,4
2244512,4
2248793,4
2250866,5
2254762,4
2255052,3
2260494,4
2261027,4
2261618,2
2263183,4
2264210,4
2264211,4
2264426,5
2267084,4
2267086,4
2267088,4
2267089,4
2267090,4
2267377,5
2267810,5
2272700,4
2272721,5
2275165,4
2275512,3
2276667,4
2277423,4
2278421,4
2280584,4
2282264,5
2282759,4
2285735,4
2286471,3
2289158,4
2289480,4
2296448,1
2296940,4
2298005,4
2300033,4
2300298,4
2302660,4
2302685,4
2304184,4
2304186,4
2304187,4
2305754,5
2308529,4
2308532,4
2309580,4
2309888,2
2314266,3
2319014,4
2320023,4
2320027,4
2506932,4
2525701,4
2594127,4
2654510,4
2830795,3
2841416,2
2842982,3
2843842,2
2844249,4
2846501,4
2847117,4
2848674,4
2848840,5
2848984,4
2850011,4
2850751,4
2851062,4
2851224,4
2851842,3
2852106,2
2852631,5
2853171,4
2853251,5
2853515,4
2853753,4
2853887,4
2854429,1
2854452,4
2854810,5
2855209,4
2855645,4
2856246,4
2857011,4
2858344,2
2861287,4
2862092,5
2862118,4
2862172,4
2862641,4
2863586,4
2863872,4
2864740,4
2865420,4
2866313,4
2867941,4
2868960,4
2870064,4
2870586,5
2870860,4
2871589,4
2872948,1
2873016,4
2873127,4
2873535,3
2873613,3
2873886,4
2874194,5
2874865,4
2875131,4
2875676,4
2875692,4
2876784,1
2877484,4
2878229,4
2879324,4
2880739,2
2883604,3
2883614,4
2885268,4
2886046,4
2886241,4
2886388,4
2886488,3
2886522,4
2886974,4
2887514,4
2888453,4
2889034,3
2891226,3
2891807,4
2892568,4
2892600,4
2893197,4
2893739,4
2894121,4
2894128,4
2894917,4
2895063,2
2895185,4
2898091,4
2898379,4
2899381,4
2900838,4
2901021,4
2901023,2
2901395,4
2901587,4
2901672,4
2902034,4
2905225,4
2906726,2
2907646,5
2907855,4
2909129,4
2909564,4
2910687,4
2911677,4
2914116,4
2914902,5
2915348,4
2915554,5
2916614,4
2918212,4
2918680,4
2918783,4
2918791,4
2919494,4
2919648,3
2920434,4
2920910,4
2921054,4
2921632,4
2922414,4
2925515,4
2926299,4
2926535,4
2928139,3
2928209,4
2928753,4
2929033,4
2929355,4
2930352,2
2932311,4
2934109,4
2934921,4
2937513,4
2937813,4
2938053,4
2940699,4
2941520,4
2941752,4
2941794,4
2944140,4
2944951,4
2946230,4
2947318,4
2947414,4
2947519,4
2948304,5
2949610,2
2951024,3
2951455,4
2951533,4
2951685,4
2951991,4
2952806,4
2953824,4
2953874,4
2956108,4
2956265,2
2957174,2
2959178,4
2960208,4
2960411,4
2961091,5
2961445,3
2962112,4
2963192,4
2965207,4
2966682,4
2966877,3
2966887,4
2967703,3
2968053,3
2968644,4
2968663,4
2969391,4
2970306,3
2970767,4
2970926,4
2971275,2
2972750,3
2972854,4
2973065,4
2974074,2
2974521,4
2974708,5
2975610,4
2978651,2
2980388,4
2981371,4
2983464,4
2983554,4
2984563,4
2984812,4
2985609,2
2985774,4
2986710,4
2987355,3
2988271,2
2990644,4
2990739,4
2991937,4
2995382,4
2996804,4
2998338,4
2998673,4
2999110,4
3000268,4
3001140,4
3001295,4
3002346,4
3002508,1
3002837,4
3003225,5
3004018,2
3005286,2
3005624,4
3007035,3
3008534,4
3008554,4
3009017,2
3009641,4
3010291,2
3011326,4
3011675,4
3011867,4
3012155,4
3012178,4
3012445,4
3013105,4
3013119,4
3013732,5
3014216,4
3014321,4
3016323,2
3017003,4
3017110,4
3017207,4
3017301,2
3017769,4
3017844,4
3018357,4
3018438,4
3018676,1
3018957,3
3019129,4
3020264,4
3020456,4
3020634,4
3020825,5
3021052,4
3021221,4
3022035,4
3023855,4
3023875,4
3023935,4
3024282,5
3025625,4
3029242,5
3029592,4
3030417,4
3031519,4
3032143,3
3032315,4
3032692,4
3034382,2
3034549,4
3034585,5
3035177,4
3036531,4
3037145,4
3037247,4
3037416,4
3038384,2
3040037,4
3040118,4
3040137,4
3040198,5
3040790,4
3041238,3
3042173,4
3042379,4
3042792,4
3042995,4
3043461,4
3043900,4
3044014,4
3046073,4
3046165,4
3046841,4
3046984,4
3048675,4
3049679,5
3050138,4
3051238,4
3052309,5
3053418,4
3054657,2
3055874,4
3056744,4
3057381,4
3057558,2
3059019,4
3060315,4
3060357,4
3061136,4
3061540,5
3063177,4
3064403,4
3065412,4
3067634,1
3068193,4
3068666,5
3068667,4
3069215,4
3069349,4
3070062,4
3070164,4
3071253,4
3074945,4
3077567,4
3078224,4
3078647,5
3079512,4
3080976,4
3081799,4
3083413,4
3084173,4
3084944,4
3088388,4
3089181,4
3090333,5
3091880,1
3094277,5
3094482,4
3094627,4
3094913,1
3096435,4
3097284,1
3097994,4
3098442,4
3099387,4
3101052,2
3101471,4
3101555,4
3102006,4
3102150,4
3104610,4
3104677,1
3104703,4
3106875,4
3107975,4
3108797,2
3109583,4
3109991,4
3110015,4
3111077,4
3113669,4
3115928,4
3116818,4
3117708,4
3118364,3
3118954,5
3119493,4
3119723,4
3121822,4
3122405,4
3123406,4
3123602,4
3123835,4
3124028,4
3125238,1
3125567,4
3125666,4
3125944,4
3126559,2
3127805,4
3128556,4
3128756,1
3129252,4
3129693,5
3129769,4
3130308,4
3130741,5
3130972,4
3132464,4
3133239,2
3133257,4
3133341,4
3134250,4
3136790,4
3138768,2
3138902,4
3139480,4
3140823,4
3141661,4
3141802,4
3142229,3
3142568,4
3144420,4
3144578,3
3144856,4
3145479,4
3147558,4
3148240,4
3149308,4
3152846,4
3153303,4
3154031,3
3154372,4
3155494,2
3156197,2
3157232,4
3158806,2
3158825,4
3159158,4
3159166,2
3159169,2
3159171,2
3161327,4
3161486,4
3162513,3
3162863,5
3163068,3
3163123,4
3163180,2
3164206,4
3164716,4
3164889,5
3165725,4
3165881,4
3166360,4
3166525,2
3167138,4
3168478,5
3168506,5
3169015,4
3169320,4
3169878,4
3170584,4
3171594,2
3172288,2
3173874,4
3175408,2
3175663,1
3176407,4
3176805,4
3179283,5
3179620,5
3180228,4
3181310,4
3181345,4
3185061,4
3185280,4
3187132,4
3188238,5
3188912,4
3188966,3
3190342,4
3192515,4
3192712,4
3194405,4
3195242,4
3199408,4
3199538,4
3200146,4
3200217,4
3200546,4
3201171,4
3201400,3
3201880,4
3201931,4
3202629,4
3202829,4
3203112,5
3203702,4
3203720,4
3206143,4
3206249,5
3208069,4
3209106,4
3210732,4
3210764,4
3212612,4
3213452,4
3213488,2
3213511,4
3214413,4
3214444,4
3215084,4
3216731,4
3217814,3
3219032,4
3219967,4
3220445,4
3221944,4
3222693,4
3224582,4
3225025,4
3225217,4
3226655,4
3227053,4
3230787,4
3231537,4
3231956,2
3232134,3
3233668,4
3233963,2
3234835,4
3236649,4
3238473,4
3238493,4
3240489,3
3241400,1
3241978,5
3242267,3
3242589,4
3243451,2
3244460,4
3246295,4
3250911,4
3251889,4
3253107,4
3256950,4
3257894,4
3257959,1
3258224,5
3259552,4
3259630,4
3260580,2
3260936,4
3261291,1
3261965,2
3263352,4
3263358,4
3264044,2
3264298,4
3264741,5
3265296,4
3265443,2
3266557,4
3266724,4
3267079,4
3267702,4
3269209,4
3274300,2
3274634,4
3275437,4
3275716,4
3275945,4
3276504,4
3277031,4
3277895,4
3278088,4
3278366,4
3278382,4
3278578,4
3278695,4
3278904,4
3279143,1
3279280,4
3279990,5
3280574,4
3281038,4
3281255,4
3285123,4
3286064,4
3289666,4
3290268,2
3291791,4
3291960,4
3294205,4
3295768,4
3295927,4
3296876,4
3297025,4
3297389,3
3298090,4
3301867,4
3302749,5
3304992,5
3305674,4
3307362,4
3308318,2
3308402,4
3309256,4
3310784,4
3311040,4
3311925,3
3313037,4
3313616,5
3314162,5
3314533,1
3314984,4
3315206,4
3315914,4
3316412,4
3316778,4
3316951,4
3318185,4
3320507,2
3322467,4
3322772,4
3325674,1
3326659,3
3327109,4
3327728,4
3331072,4
3331699,4
3331875,4
3332063,4
3335250,4
3336635,4
3339370,4
3339598,4
3339943,4
3341301,4
3342435,4
3342869,5
3345466,4
3346054,4
3347169,4
3351452,4
3354807,4
3355386,5
3356001,4
3356721,4
3356735,2
3357878,4
3359829,4
3360208,4
3361675,4
3362157,4
3365475,4
3365561,4
3368008,4
3368272,4
3368580,2
3369385,4
3370060,2
3370559,4
3372613,5
3372914,4
3372962,3
3373026,4
3373056,4
3373189,1
3377943,4
3378218,4
3378231,4
3379753,4
3380101,4
3381455,4
3383935,4
3384026,4
3385071,4
3385468,2
3386985,4
3387457,2
3390361,4
3390739,4
3391458,4
3391998,4
3392273,4
3393901,4
3394723,4
3395423,4
3395476,4
3396736,2
3400204,4
3401353,4
3406259,5
3407009,2
3407610,4
3408455,4
3408666,3
3409735,4
3410091,4
3411034,4
3411205,4
3411391,4
3411629,4
3413165,4
3413804,2
3415052,4
3416403,4
3417192,4
3418175,4
3419155,3
3426747,5
3427198,4
3427417,1
3428258,4
3429313,3
3429660,4
3432452,4
3434112,4
3434185,4
3434245,4
3436130,2
3438339,4
3438926,4
3439119,5
3439968,4
3441855,4
3442056,4
3442373,4
3442377,4
3442492,4
3443342,4
3444908,4
3445326,4
3448189,4
3449368,4
3453160,4
3454556,4
3454855,2
3456379,4
3457345,4
3461301,4
3462114,4
3462511,4
3466535,5
3466650,4
3470614,4
3471050,4
3471185,4
3471505,4
3472798,4
3475489,4
3477454,4
3478254,4
3479408,4
3479646,4
3479724,4
3480534,4
3481286,4
3481767,4
3483315,4
3483928,4
3484308,4
3484738,4
3485976,4
3488283,3
3489923,4
3490001,4
3490617,4
3491070,4
3494633,5
3497677,4
3499030,4
3499200,4
3501289,4
3502193,2
3504504,4
3504525,4
3504885,4
3505345,4
3505871,4
3509273,5
3509501,4
3514671,5
3517233,1
3522589,4
3522628,4
3524321,1
3529107,4
3529279,4
3529286,4
3529542,4
3529946,4
3531368,4
3533364,4
3538295,4
3539756,4
3539922,4
3543215,1
3544343,4
3547990,4
3548073,4
3552058,4
3557871,4
3558832,4
3560944,4
3562628,2
3563319,4
3563536,4
3567202,5
3569981,4
3570579,4
3577802,4
3578187,2
3580230,5
3580504,4
3582261,4
3583701,4
3585956,2
3587098,4
3588865,4
3589771,5
3591139,4
3591914,2
3592133,4
3593305,4
3593862,3
3593873,4
3594455,4
3597805,4
3598094,4
3604098,4
3604882,4
3605035,4
3605046,4
3606710,4
3607113,3
3608930,4
3610384,4
3611184,4
3613170,4
3614935,2
3615853,2
3624628,2
3625650,4
3625695,4
3626305,4
3627707,2
3630611,4
3634100,4
3634793,4
3641419,4
3641496,4
3643539,4
3645283,2
3649072,4
3651067,4
3652306,1
3653768,4
3655308,4
3657410,4
3659286,4
3661041,4
3661316,4
3661794,5
3661998,4
3665209,4
3669370,4
3677140,2
3677311,4
3678953,4
3680121,4
3682640,4
3684082,4
3688631,4
3689547,3
3689564,4
3689632,2
3689640,1
3692884,4
3693082,4
3694262,4
3696008,4
3698465,4
3700263,4
3700295,4
3700879,4
3701637,4
3702183,4
3704070,4
3704233,5
3704774,4
3705745,4
3709690,4
3716909,4
3719594,4
3719609,4
3729690,4
3730305,4
3730857,4
3732241,4
3734239,4
3734822,4
3735754,2
3739266,4
3741752,4
3745875,4
3746815,4
3750769,4
3752007,4
3753337,4
3754263,4
3754386,4
3754783,4
3758409,4
3758916,4
3758920,4
3763522,2
3766059,2
3766404,4
3771661,4
3773244,5
3774535,4
3776686,4
3776944,4
3777108,1
3781426,1
3782291,4
3784909,4
3787956,4
3792363,2
3800554,4
3800561,4
3801757,4
3802959,4
3807582,4
3807968,4
3814528,3
3814853,4
3815228,2
3819346,5
3828164,4
3830880,4
3831894,5
3832376,4
3834260,5
3836534,4
3836692,2
3837560,4
3838171,4
3842065,1
3847709,4
3850997,4
3851310,4
3853648,4
3856590,4
3856915,4
3856990,4
3860081,4
3861165,4
3862953,4
3865615,4
3868278,5
3868549,2
3869971,4
3870543,4
3872337,3
3872556,2
3872914,1
3876121,3
3876223,4
3877339,4
3877428,4
3879264,4
3881235,4
3881878,4
3888122,4
3896194,4
3897423,4
3899614,4
3900530,1
3901081,2
3906378,3
3907659,4
3907851,4
3911746,4
3913200,4
3915193,4
3915844,4
3918380,3
3922145,2
3922333,4
3922355,4
3924836,4
3926762,4
3926797,4
3928014,4
3931859,4
3932139,4
3933675,4
3939525,2
3940963,5
3941562,4
3941566,4
3945618,4
3945643,4
3946460,4
3948962,2
3949000,4
3949380,5
3954164,4
3954471,4
3955109,4
3955388,4
3955493,3
3956774,2
3967056,4
3967255,4
3967621,4
3968065,4
3970371,4
3973086,4
3974489,4
3974723,4
3975409,4
3979295,1
3979310,4
3983528,2
3985169,4
3986230,2
3986518,2
3987071,4
3988410,4
3989480,4
3990641,4
3992912,4
3995362,5
3997957,4
4000554,4
4002745,4
4002866,1
4002962,4
4006615,4
4006729,4
4006745,4
4007596,4
4008272,1
4011278,4
4011413,4
4011643,4
4015224,5
4015460,4
4017084,4
4017625,2
4017721,4
4018614,4
4020256,4
4025318,4
4026281,2
4026728,4
4027567,4
4028726,4
4029687,4
4029916,2
4030356,4
4030622,4
4031941,4
4032292,4
4034613,4
4035131,4
4039042,4
4039834,4
4040675,1
4044380,5
4047547,4
4049233,4
4050114,5
4052438,2
4052997,4
4055327,2
4056704,5
4058991,4
4060473,2
4062732,4
4064471,4
4064655,2
4064781,1
4066897,4
4067090,2
4068898,2
4076739,4
4078142,2
4079037,4
4079146,2
4083052,4
4087905,4
4089451,4
4090174,4
4090702,4
4090808,4
4091140,4
4092948,4
4093463,4
4093503,3
4094103,2
4098248,4
4098250,4
4098367,4
4099728,2
4100085,4
4100838,4
4103133,4
4108355,5
4109574,4
4112758,2
4114349,4
4115517,4
4115886,4
4116486,1
4116754,4
4117311,2
4118974,4
4121475,4
4121861,1
4122573,4
4122691,4
4123130,4
4124311,4
4124521,2
4124596,4
4127887,1
4128382,4
4129445,4
4131174,4
4131192,4
4138395,5
4138731,2
4141609,4
4141820,5
4147223,4
4147887,4
4150528,4
4150671,4
4152493,4
4156537,5
4157265,4
4161504,4
4163633,4
4164869,2
4169922,4
4171140,4
4174841,4
4176640,4
4177004,5
4177812,4
4178028,4
4179937,4
4183153,4
4184570,4
4186434,4
4188178,1
4189264,4
4189433,4
4190265,4
4191829,4
4192785,4
4194732,2
4196884,4
4200023,4
4200746,5
4200754,4
4200756,4
4200758,4
4200760,4
4200761,4
4200762,4
4200763,4
4200764,4
4200768,4
4201023,4
4206415,4
4206475,4
4207458,2
4209594,5
4210722,4
4211613,4
4212064,4
4216576,4
4217844,4
4217846,1
4219786,1
4220033,4
4220441,4
4221982,4
4222007,4
4222224,4
4223586,4
4226914,4
4228046,4
4229416,4
4229586,3
4233866,4
4235399,5
4235477,1
4236288,4
4237945,4
4239076,4
4241350,4
4242555,3
4242859,4
4244971,4
4245984,4
4247745,4
4251563,4
4251808,4
4253380,4
4256114,4
4256119,4
4256185,4
4259513,4
4260391,4
4260556,4
4260825,5
4266459,4
4266824,4
4268217,4
4268442,2
4272249,4
4273638,4
4274288,4
4279426,5
4279979,3
4282203,4
4283008,5
4283378,2
4284533,3
4286868,4
4289178,4
4290932,4
4291822,4
4294153,4
4295644,1
4297585,4
4297957,4
4300080,5
4301468,4
4304175,4
4304267,4
4307083,4
4307680,4
4309030,4
4309292,4
4311467,4
4315241,3
4315360,4
4315487,2
4315795,4
4321329,4
4322279,4
4322362,2
4322608,4
4327180,4
4330043,5
4330949,4
4336164,4
4337627,4
4339811,1
4342042,4
4345967,4
4347641,4
4348168,4
4350199,4
4350779,1
4350898,4
4350899,4
4352833,1
4353183,4
4354331,4
4354683,4
4355303,5
4356712,4
4363742,5
4363838,4
4364243,4
4365434,2
4368023,3
4371731,5
4376692,4
4377189,3
4377481,2
4381393,4
4381699,3
4382348,4
4385962,3
4387488,4
4393493,4
4398089,1
4398215,4
4399498,4
4399836,2
4402648,5
4405980,4
4409233,4
4410509,4
4410844,4
4411205,4
4415996,4
4416623,4
4421672,4
4422414,4
4423190,4
4424129,4
4426504,4
4427085,1
4428760,4
4428940,4
4429546,5
4430365,4
4433531,4
4433907,4
4435884,4
4436306,4
4438143,4
4439446,5
4442367,2
4442796,4
4442879,4
4444679,4
4449361,3
4449864,4
4457953,5
4459903,4
4463935,5
4464825,4
4465733,2
4466453,5
4466813,4
4483854,4
4491045,2
4491476,4
4491705,4
4491744,2
4492476,4
4493064,4
4494742,1
4499167,1
4501743,4
4502511,3
4504927,4
4505060,2
4508038,4
4512608,2
4512925,5
4513267,4
4515227,4
4515277,2
4516101,4
4517019,3
4522223,4
4524782,4
4529155,4
4529203,1
4529523,4
4532570,4
4535188,4
4542224,5
4543869,2
4545603,1
4547275,4
4548505,4
4548996,4
4551706,4
4553825,4
4555387,1
4555882,4
4559852,5
4560740,4
4561191,4
4565226,4
4570526,5
4573090,4
4574564,4
4576037,4
4578261,5
4585163,4
4587206,4
4587915,4
4589566,5
4591728,2
4591916,4
4593591,2
4597836,4
4598926,1
4600699,4
4601287,1
4603784,4
4604748,4
4604765,4
4606097,2
4608525,4
4610349,4
4614095,4
4615319,5
4615329,4
4615706,5
4615722,5
4618513,3
4618751,3
4620889,4
4621063,4
4621523,4
4622085,2
4622281,4
4623931,5
4626550,5
4631084,2
4631324,4
4632811,4
4632987,4
4634974,4
4635972,4
4640425,4
4641873,4
4642109,4
4642918,4
4645911,4
4650277,2
4651949,2
4653043,4
4653674,1
4654728,4
4662203,4
4664717,4
4666417,4
4666925,4
4667204,4
4668491,1
4668973,4
4669717,4
4669792,4
4669793,2
4671399,4
4671992,4
4672030,4
4672896,4
4674245,4
4674618,4
4676298,4
4677436,4
4678433,2
4679062,4
4681124,2
4681685,4
4682065,4
4682364,4
4684914,2
4690844,4
4691631,4
4692427,4
4693129,4
4693493,2
4694838,4
4695048,4
4695095,4
4696416,4
4699408,5
4699610,4
4702239,4
4704191,5
4705069,4
4706040,4
4706817,4
4707456,1
4710560,4
4715918,4
4719733,5
4724933,2
4724980,2
4727844,4
4729270,4
4730607,1
4731761,4
4731939,3
4732791,5
4733267,4
4735028,1
4737850,4
4738453,5
4738483,4
4740489,4
4743206,4
4748418,4
4751325,4
4753885,4
4754503,4
4754839,4
4755291,4
4757091,4
4757326,4
4762329,4
4764169,4
4765320,4
4768525,4
4768627,3
4769660,4
4770512,2
4771370,4
4771433,4
4773689,4
4777392,4
4777960,4
4778016,4
4778745,4
4778882,5
4781330,4
4782178,4
4782624,4
4785424,4
4786836,2
4787237,4
4788080,4
4790112,4
4790750,4
4793263,3
4797601,4
4799239,4
4800009,4
4800498,4
4803288,3
4803801,4
4804240,2
4806017,3
4808533,3
4809951,5
4810662,4
4811470,3
4813158,4
4817797,3
4819402,4
4820254,4
4821215,4
4821315,4
4821593,2
4822152,2
4822267,4
4822851,4
4823326,4
4826837,4
4827077,2
4829355,4
4830703,1
4831207,4
4833481,4
4833488,1
4833735,4
4834695,4
4838425,5
4841212,2
4841259,4
4842339,5
4851766,4
4855197,2
4855693,4
4856052,4
4856733,4
4857305,4
4859019,4
4860834,3
4861064,4
4861343,4
4862919,1
4863872,5
4866294,4
4866310,4
4870174,4
4870629,5
4874202,4
4877239,5
4877828,4
4881711,5
4882853,4
4884975,4
4885780,4
4886228,4
4887466,3
4889335,4
4890541,4
4893040,4
4893583,4
4896129,4
4896419,4
4900451,4
4902217,4
4907000,4
4909494,4
4911251,2
4912648,4
4913186,3
4920354,4
4921286,5
4922589,1
4923192,2
4925098,4
4929383,3
4930158,4
4930323,4
4930711,4
4931795,4
4932287,4
4936813,3
4938219,4
4938760,2
4939166,4
4939588,4
4944269,4
4944648,2
4944938,4
4946819,2
4947554,4
4947712,5
4948922,4
4952873,4
4953996,4
4956145,4
4957152,4
4959528,5
4961001,4
4965599,4
4966528,3
4968880,4
4970334,4
4970829,4
4974542,4
4976373,4
4978657,5
4980294,2
4980503,4
4980877,2
4982532,4
4984005,3
4984967,3
4985037,5
4987057,4
4987092,4
4989708,4
4990461,2
4991552,4
4995402,4
4995599,4
4998025,3
4999310,4
4999462,2
5002414,3
5002925,4
5004849,4
5006574,4
5008053,2
5009294,4
5014923,2
5014995,3
5016163,3
5017169,3
5022362,4
5024327,4
5024780,4
5025990,5
5027000,4
5028783,4
5029846,4
5029849,4
5031124,2
5031285,4
5031957,3
5033663,2
5034356,2
5035026,2
5037273,4
5040014,5
5041267,4
5041531,4
5042137,5
5045463,4
5055008,3
5058442,4
5058531,2
5060526,4
5065237,4
5067378,4
5069487,4
5075938,4
5076155,4
5077240,4
5079014,4
5081386,4
5083423,4
5084377,4
5084955,4
5085308,4
5088295,2
5088530,5
5090280,4
5090566,3
5091143,4
5092644,4
5092977,1
5094502,4
5094937,4
5095142,1
5096135,4
5099047,4
5099809,4
5104049,4
5105421,4
5105618,2
5106164,4
5106184,4
5106599,5
5108846,4
5114723,4
5117903,4
5120171,2
5121278,4
5122497,5
5122809,4
5126470,4
5129504,4
5131939,4
5137286,4
5137334,5
5138208,2
5138670,2
5138777,5
5141882,4
5146517,4
5147771,4
5147933,2
5148134,4
5148395,4
5150108,4
5150740,5
5161465,4
5165080,4
5165345,3
5165585,4
5167470,4
5167641,4
5169357,1
5172741,5
5176048,4
5177087,4
5180456,4
5181529,5
5188376,5
5188712,1
5197075,5
5197241,4
5197328,2
5197606,5
5197773,4
5197930,1
5198226,5
5200361,5
5200520,4
5200970,2
5202948,1
5206237,4
5208602,2
5213278,4
5217670,3
5219131,4
5220049,4
5222984,4
5226263,5
5226682,4
5227903,2
5229528,4
5229594,2
5230192,4
5231753,4
5232522,2
5233123,5
5235235,4
5236162,3
5239806,4
5241115,4
5241508,2
5242417,4
5242751,4
5246660,4
5247637,4
5247996,4
5249120,1
5249271,4
5250795,4
5253382,4
5257989,4
5261575,2
5262618,4
5265355,4
5266342,4
5267614,5
5268364,4
5270090,4
5270783,4
5271257,4
5273388,4
5273961,4
5274931,5
5278039,4
5278376,4
5279665,4
5280482,2
5282075,4
5282686,4
5285326,3
5286254,3
5287357,2
5287637,2
5288290,4
5288995,4
5289531,4
5292961,4
5300591,4
5300743,4
5302627,4
5304564,5
5306871,4
5307831,4
5308426,4
5308675,4
5314427,4
5314437,4
5314446,4
5314455,4
5314474,4
5314477,4
5314478,2
5314480,2
5314482,4
5314484,4
5314500,5
5314505,2
5314509,2
5314510,4
5314517,4
5314521,4
5314522,4
5314529,4
5314530,2
5314536,4
5314537,4
5314538,4
5314544,4
5314545,4
5314546,4
5314551,2
5314554,4
5314558,4
5314559,4
5314864,4
5315187,4
5318574,2
5321647,3
5322764,4
5324280,3
5325226,5
5325349,4
5328661,4
5332099,4
5332170,4
5340686,4
5340988,4
5342033,4
5342686,4
5345048,5
5353933,4
5355204,4
5355977,4
5356884,4
5357951,4
5358938,4
5360935,4
5362026,3
5364297,4
5365914,4
5367241,4
5367494,4
5367712,4
5369242,4
5370526,4
5371200,4
5371251,4
5371422,4
5371490,4
5372105,4
5372219,4
5375988,4
5376663,4
5376786,4
5377963,4
5378052,4
5381903,4
5382613,4
5383374,2
5384113,3
5385842,4
5386430,5
5387092,4
5387147,4
5387354,4
5388003,1
5388734,4
5389019,4
5389078,2
5389125,4
5390269,4
5390395,4
5392997,4
5393793,5
5396510,2
5396574,4
5397592,4
5397984,4
5398676,4
5399259,5
5400120,4
5404009,4
5404411,4
5405237,2
5407510,4
5413399,4
5414473,4
5414591,4
5416511,4
5416525,4
5417454,4
5417587,3
5418499,4
5419021,2
5420020,4
5421656,4
5421848,4
5422304,4
5422323,3
5422516,5
5422518,4
5422799,4
5424989,4
5425493,4
5425887,4
5429259,4
5430555,2
5431886,4
5432364,4
5434416,1
5434440,5
5434796,5
5435777,4
5439398,4
5440374,4
5443755,4
5443759,4
5444757,4
5446374,4
5448050,4
5448059,3
5448130,4
5448659,4
5448949,4
5449777,5
5450814,3
5451245,4
5453263,4
5456964,5
5457132,4
5457878,4
5459027,5
5462374,5
5468795,4
5468885,4
5472141,4
5472529,4
5472675,4
5474028,2
5474154,4
5474321,4
5474746,4
5475577,4
5475682,4
5476034,4
5476310,4
5478314,4
5478358,5
5479076,3
5479400,5
5482329,5
5484762,3
5487070,4
5487316,2
5488108,2
5488711,4
5489918,1
5490762,4
5491228,4
5492836,2
5493012,4
5493592,4
5494110,4
5494398,2
5496225,5
5499329,4
5499457,4
5499744,4
5499838,4
5501040,4
5502909,4
5503582,2
5503718,2
5505506,4
5506024,4
5509706,4
5510100,4
5510275,4
5511111,4
5511221,4
5511589,4
5513279,4
5514544,4
5514731,5
5515538,4
5519252,4
5519778,2
5522390,4
5523725,5
5524890,4
5525125,4
5525549,4
5525838,3
5527849,4
5532470,2
5532785,4
5533029,4
5534601,4
5536487,5
5536823,4
5536943,4
5540122,4
5540855,3
5540878,3
5541109,5
5541279,4
5541285,4
5544012,5
5544108,4
5545357,5
5548547,2
5550631,4
5555136,4
5558786,4
5559974,4
5560330,4
5560449,1
5560536,5
5561306,4
5561473,4
5561737,5
5564342,4
5565048,4
5565794,5
5568589,3
5569754,4
5570549,4
5571412,5
5573646,5
5575368,4
5576158,4
5576839,4
5578576,4
5578703,4
5580609,1
5580778,3
5580806,4
5581335,3
5583419,5
5583742,4
5583828,4
5583949,3
5584024,3
5585288,4
5587279,5
5589967,4
5590258,4
5590867,2
5592097,4
5596275,3
5596367,4
5597773,5
5599511,4
5599891,4
5601227,4
5601892,4
5602246,5
5604982,5
5605293,4
5607039,5
5607391,4
5607460,2
5613318,2
5614571,5
5614986,4
5616982,1
5616984,4
5622113,4
5622913,4
5623281,5
5623684,4
5623760,4
5630273,3
5632427,5
5633118,4
5633965,2
5634046,2
5634958,2
5636050,4
5637936,4
5639021,4
5639779,4
5640102,4
5641322,5
5641779,4
5642433,4
5643833,4
5644766,4
5645360,2
5647550,4
5650572,5
5651751,3
5652039,4
5652310,4
5652654,5
5653661,4
5657534,4
5657620,5
5657870,4
5658247,3
5658828,4
5659308,3
5660891,4
5661640,4
5662174,4
5662634,4
5664162,4
5665420,4
5666278,4
5666755,4
5667330,1
5668060,4
5669124,4
5669149,4
5671510,4
5675223,4
5675474,5
5679898,2
5680607,3
5682655,4
5684411,4
5684809,4
5687050,4
5687132,4
5690312,4
5696433,5
5697250,4
5707166,4
5707692,4
5708231,5
5708237,4
5708937,2
5709310,3
5710283,4
5713018,2
5714778,4
5717546,4
5717685,4
5718642,4
5719337,4
5720341,2
5722317,5
5723455,4
5724157,4
5730494,4
5734725,3
5736262,2
5736358,4
5737043,4
5737615,4
5739075,4
5739849,4
5740929,4
5741583,4
5742400,4
5742436,4
5743202,5
5743850,4
5744831,4
5751118,4
5752510,4
5753256,2
5754872,4
5757666,3
5759009,4
5759751,4
5759890,4
5760234,5
5761311,3
5761441,5
5761531,4
5762144,4
5762192,4
5762678,4
5763064,5
5764271,4
5766087,2
5766706,2
5766920,4
5767176,4
5768629,4
5768978,1
5769592,2
5770653,4
5772827,5
5773222,4
5774267,4
5775160,4
5775340,4
5776991,4
5777228,4
5777875,2
5779509,4
5780209,3
5782348,4
5783445,4
5783810,4
5784050,2
5784682,4
5786617,5
5789466,4
5789914,4
5791541,4
5791885,4
5795366,4
5795733,3
5796310,4
5796800,2
5797343,4
5798578,5
5798644,5
5798654,4
5798840,5
5798921,5
5799055,4
5800020,4
5800202,3
5801541,5
5801893,2
5802194,5
5803014,4
5803074,4
5805103,4
5805519,5
5806344,4
5807973,3
5808290,4
5808631,5
5809925,4
5810882,4
5811162,4
5811942,4
5812875,4
5815524,4
5815756,5
