id,in5
967641,4
969117,4
969745,4
970304,4
970777,4
972404,5
972417,4
972915,4
973929,4
973930,4
973932,4
976697,3
976707,4
977720,4
977922,4
979983,4
980702,4
981811,3
981819,4
981821,4
981822,4
981823,4
982856,4
984667,4
985173,4
985699,3
986136,4
986322,4
986894,4
986900,4
986903,4
988012,4
988015,2
990580,2
991145,4
991767,4
992415,4
993055,4
993588,4
993590,4
994061,4
994588,4
994605,3
994607,4
994608,4
996360,4
996362,4
996921,3
998183,4
998184,4
999384,1
1000453,4
1001714,4
1001715,4
1002314,4
1002913,2
1005298,4
1006446,4
1007164,5
1007172,4
1007954,4
1008458,4
1009257,1
1009663,3
1009664,4
1009704,4
1011208,4
1011923,4
1011926,4
1012441,5
1012452,5
1013403,4
1013409,4
1015710,4
1017206,2
1017942,4
1017943,4
1017944,4
1018485,4
1019075,4
1019609,4
1019612,4
1021045,4
1021960,4
1022332,4
1022404,4
1023346,4
1025217,4
1026188,4
1027463,4
1027464,4
1027508,2
1027509,4
1027546,4
1029588,4
1029654,4
1029658,4
1029745,2
1031864,5
1034702,4
1035692,4
1036238,4
1038424,5
1042127,4
1043275,1
1044337,4
1045915,4
1045979,2
1046333,4
1047072,2
1049592,4
1050820,4
1051346,5
1051347,5
1051372,2
1052546,4
1054564,4
1058177,5
1058697,4
1059903,4
1063461,2
1066032,4
1066515,4
1066552,4
1067084,4
1069626,4
1070719,4
1070936,4
1073149,4
1073683,4
1073685,4
1073686,4
1074274,4
1074859,5
1074881,4
1074883,2
1074885,4
1074916,4
1075348,4
1075858,4
1077554,1
1078165,4
1078704,2
1078717,4
1081564,3
1081618,4
1083646,3
1084681,4
1085322,2
1089778,5
1090283,2
1090307,4
1091437,4
1093677,5
1094598,5
1095142,2
1095156,4
1095248,5
1095764,4
1098359,4
1098796,4
1099020,2
1099092,4
1099428,2
1101032,4
1101033,4
1101588,3
1103165,4
1103643,4
1103845,4
1106641,4
1106899,4
1112936,5
1113257,4
1113260,4
1113380,4
1114316,4
1114879,4
1115333,2
1118244,4
1118245,4
1120655,4
1120750,4
1121503,4
1121912,4
1124817,4
1124885,4
1125265,4
1125762,4
1127714,4
1127833,4
1129271,2
1129272,4
1129796,4
1130206,2
1130979,4
1132544,4
1132545,4
1133567,4
1133698,2
1134240,4
1134241,4
1134274,4
1135097,4
1135107,4
1135148,4
1135492,4
1136001,4
1136116,4
1137388,2
1138315,4
1139435,4
1140391,4
1140448,4
1140813,4
1140875,2
1142662,4
1143037,4
1143150,4
1143537,4
1143554,4
1144214,4
1146102,4
1146714,1
1148652,2
1149803,4
1150673,4
1151114,4
1158429,2
1158735,4
1158848,4
1160115,4
1160170,4
1160529,4
1162166,4
1162186,4
1163118,4
1164864,4
1167420,4
1167885,4
1168362,5
1168594,4
1170599,4
1170614,4
1171036,2
1171716,4
1174852,4
1175405,4
1175796,5
1179114,1
1182702,5
1183686,4
1188600,4
1188601,4
1188602,4
1189534,4
1190656,4
1191364,4
1191370,4
1191821,4
1192319,5
1193443,5
1193953,4
1196066,1
1200514,4
1201532,4
1201568,4
1202391,2
1202881,4
1203988,5
1205528,2
1205571,2
1207660,4
1207691,4
1208182,2
1208656,2
1208660,4
1210454,4
1211993,4
1213687,4
1213770,4
1214833,2
1219301,4
1219348,4
1219961,4
1220677,5
1220685,4
1221223,5
1222206,4
1224296,4
1224416,2
1227415,5
1227827,4
1228532,2
1230058,4
1230392,4
1230416,2
1231616,4
1232473,4
1232507,4
1233554,5
1233998,4
1234008,4
1235787,4
1236041,4
1236054,4
1237603,2
1238099,4
1238100,4
1238119,4
1238545,2
1238546,4
1241441,4
1241887,4
1244436,4
1246617,2
1246695,5
1246706,2
1249782,4
1251941,4
1253747,4
1255226,4
1255959,4
1256042,5
1256445,4
1256649,4
1256810,4
1257037,4
1257612,5
1258901,4
1260379,4
1260881,4
1260943,4
1262707,4
1263777,2
1267253,2
1269118,4
1269204,4
1272968,4
1274443,4
1274445,1
1274446,4
1277094,4
1277768,4
1278364,4
1279629,4
1279631,2
1281863,4
1282307,4
1282931,4
1282948,2
1283898,4
1283919,2
1285731,4
1285819,4
1286402,5
1287892,5
1287893,4
1288781,4
1291135,4
1292464,4
1292483,4
1294101,4
1294278,4
1297465,2
1298325,4
1298614,4
1298833,2
1300070,4
1300499,5
1301240,5
1301448,1
1302519,5
1302533,4
1302889,4
1303984,4
1305195,4
1305382,4
1306134,2
1306807,2
1307096,2
1307267,3
1308185,4
1308906,4
1309350,4
1309694,2
1311223,4
1311267,1
1311336,4
1311488,4
1311504,4
1312333,4
1312837,4
1313170,3
1313561,4
1313957,4
1314009,2
1314816,2
1316775,4
1317142,4
1317457,4
1317996,4
1318114,5
1319219,2
1320244,4
1321021,5
1321528,4
1322265,4
1323556,5
1323614,4
1323657,4
1323732,4
1325247,4
1327658,4
1328122,5
1328307,4
1328901,4
1331641,5
1334104,4
1334105,4
1338214,4
1338523,4
1339597,4
1340077,5
1340982,4
1341373,2
1341446,4
1344004,4
1345834,4
1345856,4
1347721,4
1348205,2
1349072,4
1349139,4
1349629,4
1350711,4
1350779,4
1351595,4
1353073,4
1353092,4
1354372,4
1354672,4
1355056,4
1355848,4
1356332,4
1356444,4
1357374,4
1358240,5
1359056,4
1363759,4
1364364,4
1365007,4
1366294,4
1366426,2
1366899,4
1367046,4
1368200,2
1368293,4
1369222,4
1369266,4
1370800,4
1371967,5
1372318,4
1372649,4
1372835,4
1373402,4
1374715,5
1375427,4
1376883,4
1377917,4
1379850,5
1381240,4
1382175,4
1382225,4
1382739,4
1384332,4
1385294,4
1385710,2
1386821,4
1386914,4
1387930,2
1388446,4
1388526,4
1390291,4
1392632,4
1395573,4
1395574,2
1396218,4
1397210,4
1397579,4
1397946,2
1398528,4
1399064,4
1399431,2
1400240,4
1400319,4
1400645,4
1400676,4
1400689,4
1401868,5
1402946,4
1404009,5
1404528,4
1404646,4
1404882,4
1405520,4
1405714,4
1410032,2
1410719,4
1410723,4
1410724,4
1410726,4
1410727,4
1412059,4
1413205,4
1413635,4
1413765,4
1414191,4
1414842,2
1415445,2
1416241,4
1416804,4
1417759,4
1418890,4
1419456,4
1419873,4
1420035,4
1420037,4
1421300,2
1421781,4
1422386,4
1424438,4
1425036,2
1426648,2
1429258,4
1431817,4
1432122,4
1432906,4
1433230,4
1435807,2
1436306,4
1437073,4
1438648,4
1438730,5
1439149,2
1439203,4
1440018,5
1440296,4
1441566,4
1442121,4
1442547,5
1443011,2
1443064,4
1443456,4
1443949,2
1444923,4
1445539,4
1446101,4
1446676,4
1446677,4
1447148,4
1449279,2
1449354,4
1450838,4
1452175,4
1456476,4
1456484,4
1456882,4
1456892,4
1457191,4
1457677,4
1458649,4
1458660,5
1458988,4
1460781,4
1461262,2
1464261,4
1464483,2
1465273,4
1465298,4
1465724,2
1466050,4
1467345,4
1469025,4
1469469,5
1469898,5
1470315,4
1470663,4
1471601,4
1471605,4
1471661,4
1471951,5
1472034,4
1472065,4
1472364,5
1474621,4
1476839,2
1476854,4
1477676,4
1478062,2
1479520,4
1479521,4
1481526,4
1482135,4
1482136,5
1482484,4
1487734,4
1489622,2
1489769,1
1492123,4
1492186,4
1492904,4
1492905,1
1494958,4
1495400,5
1495921,4
1497614,2
1499443,5
1499578,4
1500762,4
1501975,4
1502385,4
1502918,4
1503690,4
1504149,4
1507325,5
1507327,4
1507797,4
1508228,1
1508689,4
1510602,2
1510724,4
1510926,5
1511873,4
1512219,1
1512228,2
1514174,4
1516447,4
1516448,4
1516767,4
1518569,4
1518570,5
1518667,5
1519216,5
1519729,4
1520755,4
1521781,4
1522004,4
1523731,2
1524213,4
1526160,1
1527229,2
1527477,4
1528135,4
1528505,4
1528921,4
1530706,2
1530905,4
1533597,4
1533984,4
1534466,4
1534765,4
1535603,4
1536332,4
1537720,4
1537786,5
1539207,4
1539794,4
1541072,4
1545841,4
1546203,4
1546761,2
1546921,4
1548858,4
1549457,4
1550015,5
1551476,4
1552422,4
1552551,4
1553249,4
1553559,2
1555136,4
1556197,4
1556351,4
1556417,4
1556904,4
1557375,4
1558108,4
1558518,4
1558873,4
1560262,5
1561675,4
1561694,5
1562214,4
1562484,4
1562646,2
1562702,4
1564259,4
1565519,4
1566099,4
1566526,4
1567505,4
1568989,4
1569358,4
1571582,4
1573780,4
1573903,4
1575747,2
1576178,4
1580591,2
1580624,4
1580625,4
1580908,4
1580933,4
1582643,5
1582644,4
1584316,4
1585010,4
1585502,4
1585511,4
1585808,2
1586614,4
1588014,4
1589617,4
1589619,4
1589621,4
1591385,2
1592657,4
1592658,4
1593320,4
1594758,5
1595694,2
1596191,4
1596592,4
1596593,4
1596594,4
1597528,4
1598730,5
1599118,4
1599717,2
1600511,4
1601453,4
1602147,4
1603125,4
1603126,4
1603465,4
1604912,4
1606280,4
1606677,4
1607017,4
1607590,4
1609519,4
1609521,5
1610756,2
1611766,4
1612075,4
1612446,4
1612447,2
1614246,4
1616079,2
1616850,4
1616851,5
1616853,4
1617492,4
1617493,4
1620070,4
1620450,4
1620808,2
1621130,4
1621508,5
1622634,2
1622635,4
1622636,4
1623631,4
1624918,4
1626220,4
1626221,4
1627099,2
1627968,4
1629080,2
1629208,4
1629241,4
1629559,4
1631444,4
1631886,4
1633510,4
1633950,4
1634590,4
1635641,4
1635671,4
1636030,4
1636806,1
1636807,4
1637331,2
1638551,4
1638585,2
1639504,4
1641626,4
1644380,4
1645241,2
1645269,4
1645683,4
1645777,4
1646575,4
1646606,4
1646636,4
1650145,4
1652316,4
1654083,5
1654544,4
1655773,4
1655858,4
1659425,2
1660145,2
1660171,4
1660198,4
1660199,5
1660502,4
1661614,4
1662121,4
1663182,4
1663633,4
1669074,4
1669727,4
1670824,4
1671306,4
1671307,4
1672724,4
1674610,2
1674612,4
1675004,2
1677280,2
1677658,4
1679942,4
1683027,4
1684861,4
1685146,4
1685782,4
1686210,4
1687416,4
1687850,4
1688204,4
1689034,4
1690323,4
1691377,4
1692113,4
1693594,1
1694153,4
1694471,4
1694667,4
1694936,4
1695081,5
1695742,4
1696228,4
1696449,4
1699059,5
1699807,4
1699951,4
1700807,4
1700860,2
1700911,4
1701231,1
1701973,2
1702497,4
1703819,4
1703979,2
1704365,2
1704443,4
1705100,4
1706706,4
1707136,4
1707520,4
1707552,4
1707956,4
1708078,4
1708876,4
1709967,4
1710364,4
1710446,4
1712038,2
1713194,4
1713195,4
1715388,5
1717725,4
1719460,4
1719462,4
1720322,4
1721227,5
1722328,4
1723355,2
1724778,4
1725721,4
1725865,4
1726467,4
1726707,4
1726732,4
1729106,4
1729695,4
1730778,4
1731425,4
1731427,5
1731547,4
1731864,4
1731941,4
1734134,4
1735963,4
1735964,4
1735965,1
1736609,4
1737032,4
1739039,5
1740230,4
1740456,4
1741820,5
1743307,3
1745149,5
1745185,1
1745216,4
1747073,5
1747917,4
1747948,4
1748324,1
1749049,4
1750784,4
1751589,4
1752513,4
1754476,5
1755946,4
1757027,4
1758390,4
1758649,4
1759950,4
1761151,4
1761439,4
1761700,4
1761780,4
1761781,4
1762605,4
1762878,4
1763111,2
1763268,4
1764597,1
1766433,4
1766434,4
1766683,5
1767190,1
1767701,4
1768465,2
1768466,4
1768645,4
1768646,4
1768977,4
1770051,4
1773715,2
1775137,4
1775138,4
1775395,4
1778572,4
1778573,4
1778574,4
1778613,4
1778684,4
1779401,2
1780254,4
1781965,4
1782664,4
1783122,4
1784327,2
1786461,2
1788361,4
1788363,4
1789135,4
1791199,4
1791200,4
1791640,4
1791782,4
1792198,4
1792348,4
1792721,2
1795517,4
1795858,2
1796895,4
1797352,4
1799656,4
1801382,4
1801554,4
1805447,4
1806980,4
1807021,4
1808437,4
1809541,4
1809807,4
1811046,4
1811867,4
1811899,2
1811900,4
1812850,4
1813288,4
1817408,4
1817485,4
1817741,4
1817885,4
1817886,4
1818267,4
1818451,4
1818863,2
1820402,2
1821088,5
1821375,4
1821376,4
1822939,1
1823236,4
1826378,4
1826762,2
1827655,4
1830053,2
1830323,2
1830324,4
1830479,2
1830587,4
1830619,4
1834169,4
1834396,4
1834995,5
1836331,4
1836757,4
1838986,4
1839027,5
1839519,4
1840754,4
1841064,4
1841319,4
1841321,4
1841324,4
1842897,1
1844573,4
1846162,4
1846163,4
1846164,4
1846173,2
1847219,4
1852581,4
1853333,5
1855155,2
1855530,4
1856571,4
1856626,4
1856933,4
1857728,1
1858142,4
1858358,4
1858598,4
1859461,4
1860473,4
1860784,4
1861619,5
1862959,4
1863296,2
1863396,4
1863752,4
1864049,4
1864075,4
1866276,4
1866484,4
1866609,4
1866824,4
1866980,4
1867176,4
1868858,4
1869941,4
1871652,4
1872347,4
1872353,4
1873864,5
1874357,4
1874874,4
1875701,1
1877668,2
1878043,4
1878683,2
1879424,4
1879760,2
1879789,5
1883576,4
1883577,2
1883863,4
1884175,4
1885228,4
1885589,5
1886207,4
1886918,2
1887002,4
1888013,4
1890475,4
1890834,4
1890872,5
1890873,4
1891588,2
1891737,4
1892858,5
1894792,4
1896818,5
1897087,4
1897153,4
1897776,4
1899767,4
1899996,4
1900576,4
1900578,2
1900905,4
1901217,4
1901835,5
1901847,4
1902031,4
1902072,4
1902153,4
1902974,4
1903441,1
1903485,4
1904180,5
1905397,4
1906591,4
1908047,4
1908048,4
1908851,4
1908987,4
1909017,4
1909552,4
1910249,4
1911802,4
1912205,4
1912215,1
1913644,2
1913729,5
1915470,2
1915546,4
1916225,4
1917053,4
1917174,4
1917857,4
1918529,4
1920109,4
1920111,4
1924350,4
1924667,4
1925396,4
1926980,4
1927534,4
1928436,4
1928445,2
1929420,1
1931563,2
1931803,4
1932394,4
1932395,4
1932397,4
1936742,4
1937673,4
1941652,4
1942089,4
1942342,4
1946472,4
1946673,5
1947512,4
1947548,4
1949238,4
1949841,4
1949842,4
1951109,4
1951679,4
1953047,1
1953610,4
1954323,2
1954364,4
1954986,2
1958366,4
1958769,4
1959540,4
1960235,4
1960236,4
1961245,4
1961704,4
1962532,4
1962579,1
1962858,4
1963935,4
1966561,4
1967649,4
1969294,4
1970517,2
1970585,4
1971740,4
1974691,4
1974694,4
1975767,4
1976659,4
1978452,4
1978487,2
1979023,1
1981362,4
1985632,4
1987510,4
1987909,4
1988096,4
1988097,2
1990172,4
1990173,1
1992059,2
1992359,4
1992954,4
1992961,4
1993178,4
1993207,4
1994197,2
1994844,2
1995817,5
1996111,4
1996112,4
1996311,4
1999535,4
2000059,4
2002622,4
2002959,2
2004701,4
2004709,4
2006201,4
2006649,4
2006650,4
2006904,4
2007851,4
2009975,4
2013061,5
2013570,4
2014250,2
2014466,2
2016903,4
2018024,4
2018503,5
2021070,4
2022312,4
2025002,4
2029312,4
2029648,4
2030120,4
2030855,4
2030886,4
2032037,4
2032038,5
2032046,4
2034005,4
2038098,4
2038452,4
2041476,4
2042322,4
2042334,4
2043906,5
2044884,4
2048463,2
2048611,4
2049788,4
2049793,4
2050200,4
2050766,4
2052430,2
2054310,4
2055709,4
2057582,1
2057828,4
2059450,4
2059490,4
2059722,2
2062049,4
2062555,4
2062587,5
2065845,4
2066564,4
2068347,4
2068348,2
2070042,4
2070493,4
2071202,4
2073177,1
2073178,2
2073843,5
2073844,4
2075823,4
2077705,1
2079163,4
2079766,2
2079811,5
2080442,4
2080762,4
2083146,4
2084280,4
2084337,2
2084638,4
2085106,2
2085833,5
2085838,2
2090318,4
2093631,2
2094631,4
2097466,3
2098694,2
2099245,1
2100562,4
2101203,2
2103469,4
2107280,5
2108211,5
2110005,4
2110006,4
2110007,4
2110008,4
2110650,4
2110953,5
2113417,4
2116161,2
2119712,4
2121825,2
2122822,2
2124901,4
2125770,4
2127268,5
2127899,4
2129618,4
2131601,1
2134339,2
2135593,4
2136953,4
2141357,4
2141895,4
2142351,2
2142614,5
2142933,4
2146543,4
2146576,1
2148434,4
2148725,4
2150645,1
2150903,4
2150910,2
2152185,4
2155478,4
2155643,4
2156661,4
2156662,4
2158104,4
2158105,4
2159779,4
2160719,2
2161293,4
2162263,4
2162523,4
2163062,1
2165906,4
2165981,2
2166135,4
2166357,5
2168650,4
2170321,4
2171963,4
2171964,4
2175477,5
2178396,4
2178398,4
2178420,3
2178422,4
2178425,4
2178426,5
2180128,5
2181910,5
2186765,4
2188957,2
2191654,2
2191714,4
2199748,5
2206235,4
2206321,4
2206323,1
2206324,4
2209248,4
2211155,4
