ID,COORDS_X,COORDS_Y,AGE,BEDROOMS,HOUSESIZE,LOTSIZE,INQUALITY,PARKING,DISTAMEN,DISTCBD,PROXAMEN,DFLOOD100,PRICE_REGR,YEAR
2055709,175239,317985,86,9,136,0.509,7,0,1393.53,1154.4,2346.05,0,142378,1990
2057582,176473,316392,65,3,132,0.076,3,1,279.53,1588.74,3460.06,0,156822,1990
2057828,177534,320179,50,5,136,0.355,7,1,467.11,2478.16,3272.48,0,103173,1990
2059450,175942,321277,48,4,126,0.037,7,1,265.73,3328.82,3473.85,1,127934,1990
2059490,175957,316633,66,5,141,0.208,7,1,821.38,1414.75,2918.2,0,148568,1990
2059722,177050,317688,100,8,136,0.149,5,0,195.05,718.06,3544.53,0,107299,1990
2062049,174000,316795,46,5,136,0.245,7,0,2781.57,2670.08,958.01,0,113903,1990
2062555,179198,319428,51,6,136,0.22,7,1,2188.64,3156.73,1550.95,0,136188,1990
2062587,174016,315796,53,3,153,0.02,9,1,2757.01,3227.38,982.57,0,152695,1990
2065845,179064,315973,17,1,190,0.098,7,1,1880.19,3339.8,1859.39,0,504067,2005
2066564,173986,317426,55,5,113,0.124,7,1,2701.66,2469.99,1037.92,0,130410,1990
2068347,173210,319160,53,5,129,0.5,7,1,2936.15,3395.38,803.44,0,136188,1990
2068348,177810,319166,100,5,136,0.221,5,0,829.77,1848.19,2909.82,0,123807,1990
2070042,179151,319332,53,1,112,0.105,7,0,2145.12,3071.57,1594.46,0,196308,2005
2070493,176857,323186,39,6,172,0.253,7,1,113.35,5227.6,3626.24,1,165076,1990
2071202,177830,319171,53,4,135,0.077,7,0,849.44,1866.75,2890.15,0,103173,1990
2073177,175141,318082,53,4,125,0.161,3,0,1492.61,1256.63,2246.97,0,84190,1990
2073178,176591,316329,61,6,136,0.22,5,1,155.58,1661.53,3584.01,0,152695,1990
2073843,178284,317921,53,4,136,0.135,9,1,1439.63,1891.37,2299.95,0,113490,1990
2073844,174110,317077,52,4,104,0.199,7,0,2648.68,2454.96,1090.9,0,113490,1990
2075823,174978,319518,47,7,136,0.198,7,0,1171.92,2090.99,2567.66,0,235233,1990
2077705,174948,316960,91,5,136,0.133,1,0,1871.63,1768.33,1867.95,0,119680,1990
2079163,176354,316705,90,7,136,0.206,7,0,450.95,1274.37,3288.63,0,160949,1990
2079766,179471,319146,100,4,136,0.331,5,0,2480.09,3291.34,1259.5,0,84190,1990
2079811,174524,319474,50,4,159,0.396,9,1,1610.14,2393.73,2129.45,0,202218,1990
2080442,178854,315461,45,5,146,0.23,7,1,1649.98,3520.33,2089.6,0,109363,1990
2080762,178879,315891,38,4,136,0.97,7,1,1719.87,3245.93,2019.72,0,108950,1990
2083146,178989,315171,42,4,120,0.131,7,0,1733.26,3823.55,2006.33,0,113077,1990
2084280,177510,315727,57,4,140,0.229,7,0,430.29,2513.33,3309.3,0,125459,1990
2084337,176326,318354,100,9,136,0.97,5,0,338.46,381.19,3401.12,0,206345,1990
2084638,179296,319778,48,5,136,0.167,7,1,2273.51,3414.83,1466.07,0,129173,1990
2085106,179016,317942,90,4,136,0.97,5,0,2131.68,2622.72,1607.91,0,92442,1990
2085833,175646,316903,66,1,155,0.381,9,1,1186.1,1309.92,2553.48,0,202218,1990
2085838,179328,319533,100,7,189,0.165,5,1,2319.66,3320.59,1419.93,0,117617,1990
2090318,178302,318312,35,4,136,0.137,7,1,1437.91,1937.35,2301.68,0,109363,1990
2093631,175887,316603,66,5,124,0.97,5,1,885.57,1466,2854.01,0,164058,1989
2094631,177373,319564,37,4,91,0.231,7,0,369.15,1863.36,3370.43,0,93023,1989
2097466,173228,317015,40,5,136,0.136,6,0,3521.38,3308.78,218.21,0,126850,1989
2098694,179534,319421,53,5,113,0.137,5,0,2524.7,3455.74,1214.88,0,116702,1989
2099245,176445,316664,63,5,172,0.096,3,0,352.18,1315.76,3387.41,0,148836,1989
2100562,175928,316860,93,5,177,0.123,7,0,903.39,1211.71,2836.2,0,155603,1989
2101203,178629,314950,37,6,120,0.252,5,1,1358.11,3764.33,2381.47,0,109091,1989
2103469,174840,316750,56,6,136,0.97,7,1,1942.81,1980.61,1796.77,0,245242,1989
2107280,178893,316512,100,5,136,0.143,9,1,1664.91,2898.04,2074.68,0,139535,1989
2108211,179471,319146,100,5,149,0.25,9,0,2480.09,3291.34,1259.5,0,105709,1989
2110005,176528,316514,37,6,136,0.394,7,0,238.58,1470.91,3501.01,0,147992,1989
2110006,178699,314727,33,4,136,0.283,7,1,1352.98,3986.04,2386.61,0,122621,1989
2110007,178792,316952,35,4,136,0.159,7,1,1653.21,2609,2086.38,0,132347,1989
2110008,178548,317268,85,8,136,0.201,7,0,1490.24,2268.7,2249.34,0,115856,1989
2110650,179486,316449,52,7,174,0.2,7,1,2254.95,3450.11,1484.63,0,152219,1989
2110953,178583,317669,58,3,136,0.508,9,1,1631.09,2211.29,2108.5,0,262156,1989
2113417,178233,317785,56,5,124,0.057,7,1,1343.99,1849.67,2395.6,0,99365,1989
2116161,176531,316504,62,6,161,0.033,5,0,234.01,1481.15,3505.57,0,140381,1989
2119712,173831,315829,42,4,131,0.061,7,0,2934.99,3344.67,804.6,0,149682,1989
2121825,176059,318013,100,3,96,0.522,5,0,573.24,336.16,3166.35,0,97252,1989
2122822,175032,318142,100,5,134,0.224,5,1,1603.64,1371.13,2135.94,0,122621,1989
2124901,178629,314950,37,4,136,0.229,7,0,1358.11,3764.33,2381.47,0,108245,1989
2125770,178530,317487,62,4,155,0.056,7,1,1523.33,2192.35,2216.26,0,177590,1989
2127268,178188,317837,67,4,103,0.25,9,0,1322.71,1800.09,2416.88,0,107399,1989
2127899,176051,321306,42,5,166,0.398,7,1,376.89,3344.64,3362.69,1,147146,1989
2129618,175141,318082,64,7,147,0.309,7,1,1492.61,1256.63,2246.97,0,153911,1989
2131601,178545,316596,72,5,164,0.356,3,0,1327.18,2557.51,2412.41,0,99788,1989
2134339,178115,317510,86,6,155,0.121,5,0,1136.86,1784.18,2602.72,0,118393,1989
2135593,179295,316941,51,4,136,0.055,7,1,2131.7,3081.45,1607.89,0,126850,1989
2136953,179444,319713,37,6,136,0.108,7,1,2431.21,3508.91,1308.38,0,196194,1989
2141357,178973,315095,41,4,136,0.251,7,0,1709.88,3869.01,2029.7,0,115010,1989
2141895,178987,315080,41,4,131,0.143,7,0,1722.77,3889.52,2016.82,0,125158,1989
2142351,175928,316860,85,7,172,0.241,5,0,903.39,1211.71,2836.2,0,147992,1989
2142614,177904,318202,70,4,136,0.229,9,0,1077.22,1526.91,2662.37,0,108245,1989
2142933,178745,317034,34,4,131,0.113,7,1,1638.03,2534.17,2101.56,0,134461,1989
2146543,173210,319160,52,4,136,0.394,7,1,2936.15,3395.38,803.44,0,127696,1989
2146576,175060,318075,53,4,125,0.257,3,0,1573.27,1336.85,2166.31,0,114164,1989
2148434,178530,317487,62,5,186,0.061,7,1,1523.33,2192.35,2216.26,0,209303,1989
2148725,176251,320964,50,2,113,0.126,7,1,377.65,2988.48,3361.93,1,107399,1989
2150645,175646,316903,65,5,144,0.138,3,0,1186.1,1309.92,2553.48,0,169133,1989
2150903,177653,322890,45,5,117,0.116,7,1,961.2,5069.96,2778.38,1,126850,1989
2150910,174575,319651,50,4,136,0.162,5,1,1511.22,2470.32,2228.36,0,215645,1989
2152185,177846,317776,86,6,170,0.126,7,0,986.75,1466.6,2752.84,0,131078,1989
2155478,179415,319488,45,4,104,0.08,7,1,2405.63,3377.37,1333.96,0,132854,1989
2155643,177581,321336,60,5,144,0.143,7,1,995.94,3560.92,2743.65,0,131924,1989
2156661,175048,318639,41,6,136,0.118,7,1,1577.31,1498.62,2162.28,0,219873,1989
2156662,173970,316848,46,5,136,0.257,7,0,2817.99,2674.17,921.59,0,131078,1989
2158104,173901,317442,55,4,136,3.82,7,0,2783.1,2549.48,956.49,0,117547,1989
2158105,175041,319218,70,4,136,0.497,7,0,1267.48,1834.23,2472.11,0,117547,1989
2159779,174254,317170,52,4,136,0.106,7,1,2486.38,2287.12,1253.2,0,142918,1989
2160719,175345,317421,100,10,136,0.137,5,0,1366.96,1187.54,2372.63,0,88795,1989
2161293,178917,317464,53,5,122,0.126,7,1,1891.41,2575.44,1848.18,0,169133,1989
2162263,179056,319726,46,5,131,0.355,7,1,2047.59,3184.52,1692,0,159830,1989
2162523,178607,316883,87,4,136,0.118,7,0,1455.81,2469.85,2283.78,0,141225,1989
2163062,174403,319550,50,4,137,0.101,3,1,1703.04,2535.74,2036.54,0,156447,1989
2165906,173399,316899,44,4,136,0.199,7,1,3381.59,3183.05,357.99,0,131924,1989
2165981,174288,319277,49,4,132,0.139,5,1,1900.92,2473.4,1838.67,0,128963,1989
2166135,173352,316758,40,4,136,0.97,7,1,3421.54,3277.17,318.04,0,99788,1989
2166357,173180,316935,50,4,136,1.553,9,1,3585.64,3378.58,153.94,0,135307,1989
2168650,178859,315113,41,4,136,0.151,7,1,1597.82,3780.3,2141.77,0,101480,1989
2170321,178607,316883,81,5,120,0.36,7,1,1455.81,2469.85,2283.78,0,248234,2005
2171963,173056,317024,40,4,136,0.392,7,1,3688,3471.19,51.59,0,124799,1988
2171964,179652,319267,40,4,136,0.22,7,0,2649.31,3503.82,1090.27,0,125654,1988
2175477,175913,321068,100,4,136,0.13,9,1,131.57,3126.21,3608.02,1,147023,1988
2178396,177939,318289,70,4,120,0.131,7,0,1089.94,1576.32,2649.64,0,85479,1988
2178398,175967,321299,49,6,136,0.07,7,1,294.98,3347.34,3444.61,1,141040,1988
2178420,174231,317550,57,5,134,0.2,6,1,2440.78,2204.45,1298.8,0,135056,1988
2178422,176528,316514,65,7,136,0.184,7,0,238.58,1470.91,3501.01,0,153861,1988
2178425,178973,315095,41,5,136,0.085,7,0,1709.88,3869.01,2029.7,0,106849,1988
2178426,178625,316833,33,4,136,0.115,9,1,1457.41,2508.43,2282.17,0,111121,1988
2180128,179293,316289,48,5,136,0.307,9,1,2064.89,3355.89,1674.7,0,164119,1988
2181910,179254,316710,50,4,103,0.154,9,1,2045.22,3129.2,1694.36,0,128218,1988
2186765,179330,316619,55,5,136,0.117,7,1,2109.3,3235.99,1630.28,0,131637,1988
2188957,179580,319386,41,4,114,0.224,5,1,2571.44,3483.31,1168.15,0,111121,1988
2191654,173803,317688,53,4,113,0.495,5,1,2847.27,2606.6,892.31,0,136766,1988
2191714,173911,316910,46,4,136,0.275,7,1,2883.85,2702.64,855.74,0,116251,1988
2199748,174389,316072,100,4,136,0.13,9,1,2354.21,2766.41,1385.38,0,223953,1988
2206235,179075,318245,90,6,172,0.494,7,0,2207.69,2694.64,1531.9,0,115395,1988
2206321,177809,317303,95,5,136,0.277,7,0,780.23,1568.55,2959.35,0,76930,1988
2206323,175784,318153,100,8,162,0.218,3,0,854.24,633.81,2885.35,0,82060,1988
2206324,174108,316979,52,6,137,0.294,7,1,2675.61,2494.46,1063.98,0,143176,1988
2209248,176057,316684,85,5,136,0.116,7,0,733.41,1337.75,3006.17,0,134628,1988
2211155,179254,319084,53,6,136,0.148,7,1,2272.98,3066.52,1466.61,0,256436,1988
2212173,174072,317743,58,5,136,0.895,7,1,2573.92,2333.29,1165.66,0,141040,1988
2213986,175777,316540,64,6,136,0.174,6,0,987.09,1565.23,2752.5,0,175231,1988
2215338,177475,315380,64,6,143,0.222,7,1,278.69,2814.77,3460.89,0,151725,1988
2225184,177068,318235,100,3,137,0.363,5,0,243.76,721.55,3495.83,0,72656,1988
2225221,179142,316831,85,6,136,0.378,7,1,1957.18,2978.48,1782.4,0,123944,1988
2226723,177114,318180,85,4,136,0.152,7,0,292.6,748.1,3446.98,0,120525,1988
2231454,174842,318315,48,5,136,0.339,7,1,1794.96,1587.38,1944.63,0,135056,1988
2231455,177369,314985,57,5,176,0.5,7,1,103.01,3148.61,3636.57,0,149588,1988
2232410,177539,318591,100,5,136,0.081,3,1,633.27,1298.83,3106.31,0,111121,1988
2233240,178737,316960,35,4,129,0.072,7,1,1604.14,2555.33,2135.45,0,131637,1988
2233307,177528,319857,90,5,136,0.09,5,1,522.39,2194.19,3217.19,0,98301,1988
2237017,178645,314940,37,4,119,0.1,7,1,1370.76,3781.89,2368.82,0,111121,1988
2237303,174060,317483,55,5,136,0.126,7,0,2619.72,2385.43,1119.86,0,127363,1988
2239936,179021,315780,53,5,136,0.068,7,0,1874.49,3426.06,1865.1,0,105994,1988
2240440,178892,316540,85,6,136,0.25,7,1,1665.92,2883.11,2073.66,0,117106,1988
2241071,173926,316930,50,3,139,0.372,7,1,2864.09,2680.98,875.5,0,135911,1988
2241877,179151,316724,55,5,136,0.058,6,1,1945.66,3029.51,1793.92,0,121380,1988
2242474,179274,317053,66,5,136,0.237,7,0,2142.48,3025.56,1597.11,0,115395,1988
2243494,177904,318202,82,5,124,0.242,9,0,1077.22,1526.91,2662.37,0,85479,1988
2244263,179365,320112,60,7,137,0.97,7,0,2278.8,3657.83,1460.78,0,132492,1988
2244281,174524,319474,51,5,136,0.254,7,1,1610.14,2393.73,2129.45,0,179078,1988
2244512,176204,319205,64,5,162,0.086,7,1,421.39,1240.69,3318.2,0,102575,1988
2248793,173803,317688,58,4,108,0.164,7,1,2847.27,2606.6,892.31,0,124644,1987
2250866,175502,317478,88,4,182,0.077,9,0,1201,1022.44,2538.58,0,154996,1987
2254762,176555,317653,44,1,136,0.516,7,0,137.56,363.65,3602.03,0,94721,1987
2255052,179564,316693,48,5,147,2.024,6,1,2350.1,3421.23,1389.48,0,133470,1987
2260494,179498,316718,48,5,136,0.154,7,0,2287.88,3350.68,1451.7,0,109359,1987
2261027,176429,320690,90,5,136,0.25,7,1,300.23,2711.32,3439.35,1,105484,1987
2261618,178711,317281,57,5,136,0.25,5,0,1653.07,2420.24,2086.51,0,86109,1987
2263183,178552,314899,40,5,136,0.273,7,1,1270.24,3760.77,2469.35,0,204510,1987
2264210,174307,319234,48,5,136,0.092,7,1,1900.38,2434.8,1839.2,0,124428,1987
2264211,179398,319277,43,5,136,0.113,7,1,2395.26,3272.9,1344.32,0,139496,1987
2264426,176009,321384,48,4,136,0.192,9,1,302.62,3426.7,3436.97,1,117325,1987
2267084,174000,316795,45,5,136,0.613,7,0,2781.57,2670.08,958.01,0,117970,1987
2267086,179578,319423,41,4,136,0.079,7,1,2568.67,3496.6,1170.91,0,118401,1987
2267088,178801,317430,61,5,136,0.502,7,1,1770.75,2469.22,1968.83,0,121414,1987
2267089,174403,319550,50,6,136,0.2,7,0,1703.04,2535.74,2036.54,0,137775,1987
2267090,178909,315287,42,4,136,0.049,7,0,1670.82,3684.12,2068.76,0,111082,1987
2267377,176606,316677,100,5,136,0.248,9,0,203.15,1318.99,3536.44,0,137775,1987
2267810,179054,316720,55,5,136,0.113,9,1,1849.35,2943.21,1890.24,0,133470,1987
2272700,179056,319431,54,5,136,0.08,7,1,2046.61,3032.72,1692.97,0,126581,1987
2272721,179498,316718,48,5,136,0.123,9,0,2287.88,3350.68,1451.7,0,143802,1987
2275165,174463,318962,59,5,129,0.25,7,1,1893.81,2166.31,1845.77,0,107638,1987
2275512,176466,321006,48,4,158,0.103,6,1,592.44,3027.95,3147.14,1,131747,1987
2276667,174412,319649,53,6,171,0.078,7,1,1666.62,2591.35,2072.97,0,150692,1987
2277423,179652,319267,40,4,125,0.032,7,0,2649.31,3503.82,1090.27,0,131747,1987
2278421,178994,317651,100,4,101,0.121,7,0,2015.1,2621.04,1724.49,0,99026,1987
2280584,178648,317259,63,4,136,0.16,7,0,1587.25,2366.59,2152.34,0,116247,1987
2282264,175108,318633,55,5,158,0.288,9,0,1520.79,1442.27,2218.8,0,116247,1987
2282759,178680,317470,63,5,136,0.311,7,0,1662.83,2342.4,2076.76,0,129164,1987
2285735,177701,317190,50,3,92,0.122,7,1,644.95,1527.01,3094.63,0,103332,1987
2286471,179517,319261,53,4,136,0.049,6,1,2515.14,3376.36,1224.44,0,139068,1987
2289158,174842,318315,48,5,136,0.183,7,1,1794.96,1587.38,1944.63,0,125289,1987
2289480,178552,314899,40,4,158,0.388,7,1,1270.24,3760.77,2469.35,0,154136,1987
2296448,175902,316735,64,6,131,0.97,3,0,896.01,1337.32,2843.57,0,148969,1987
2296940,178509,317543,59,4,146,0.174,7,0,1520.11,2159.9,2219.48,0,120553,1987
2298005,179208,319782,52,4,136,0.113,7,0,2186.43,3342.52,1553.15,0,112803,1987
2300033,174070,318821,52,4,137,0.125,7,1,2301.67,2471.27,1437.91,0,133470,1987
2300298,174236,316622,45,5,136,0.26,7,0,2528.32,2548.51,1211.26,0,130887,1987
2302660,178854,315461,43,5,136,0.151,7,1,1649.98,3520.33,2089.6,0,106776,1987
2302685,173399,316899,40,5,130,0.137,7,0,3381.59,3183.05,357.99,0,234303,2005
2304184,179236,316364,52,4,136,0.25,7,1,2005,3269.08,1734.59,0,142081,1987
2304186,178781,317256,68,4,136,0.126,7,0,1717.8,2494.48,2021.79,0,94721,1987
2304187,178714,317271,66,4,136,0.296,7,0,1654.33,2426.01,2085.26,0,103332,1987
2305754,178909,315287,43,3,99,0.133,9,1,1670.82,3684.12,2068.76,0,97303,1987
2308529,174287,317548,57,4,136,0.151,7,0,2385.67,2149.95,1353.91,0,115387,1987
2308532,178764,314659,40,4,136,0.091,7,1,1392.88,4079.13,2346.7,0,124858,1987
2309580,178975,315400,43,5,125,0.065,7,0,1754.68,3648.78,1984.9,0,107638,1987
2309888,173875,316953,46,4,136,0.108,5,0,2907.47,2719.23,832.12,0,107638,1987
2314266,177421,317493,90,6,136,0.127,6,0,482.1,1136.57,3257.48,0,130887,1987
2319014,176572,317275,100,4,189,0.129,7,0,224.3,726.08,3515.28,0,150692,1987
2320023,178577,317014,100,4,136,0.342,7,0,1474.9,2387.12,2264.68,0,108497,1987
2320027,174000,316795,46,6,136,0.136,7,1,2781.57,2670.08,958.01,0,142942,1987
2506932,177964,319500,53,1,127,0.037,7,1,955.36,2186.4,2784.23,0,336889,2005
2525701,176625,316510,83,4,130,0.021,7,0,142.25,1486.89,3597.34,0,310293,2005
2594127,179007,318051,53,4,228,0.25,7,1,2161.82,2614.46,1577.76,0,278630,2005
2654510,179624,317314,34,5,128,0.138,7,1,2558.94,3298.13,1180.64,0,398948,2005
2830795,178648,316020,39,5,125,0.121,6,0,1464.03,2986.51,2275.55,0,206440,2005
2841416,175624,320623,90,6,90,0.25,5,0,115.54,2753.76,3624.04,0,208973,2005
2842982,178493,316063,53,5,137,0.077,6,0,1303.29,2842.15,2436.3,0,259633,2005
2843842,176967,318355,92,1,130,0.042,5,0,129.84,685.9,3609.75,0,234303,2005
2844249,177597,317085,53,5,100,0.237,7,0,521.97,1499.09,3217.62,0,209844,2006
2846501,179219,318675,48,8,448,0.126,7,1,2293.3,2909.95,1446.29,0,363312,2006
2847117,179057,317950,62,1,130,0.227,7,1,2172.91,2663.61,1566.68,0,430610,2005
2848674,178916,317667,64,8,134,0.167,7,0,1945.5,2541.66,1794.08,0,243168,2005
2848840,177018,318073,98,5,118,0.077,9,1,192.1,631.6,3547.49,0,400847,2005
2848984,177855,316351,30,6,150,0.038,7,1,626,2187.59,3113.59,0,322958,2005
2850011,177634,315398,41,1,165,0.156,7,1,435.85,2863.37,3303.74,0,344488,2005
2850751,179593,319053,25,1,105,0.23,7,0,2613.01,3374.94,1126.58,0,230503,2005
2851062,178681,314639,36,14,152,0.098,7,1,1307.66,4047.94,2431.93,0,354620,2005
2851224,179394,319716,53,1,148,0.135,7,1,2381.53,3467.03,1358.06,0,322958,2005
2851842,178594,315572,41,7,100,0.195,6,0,1410.39,3261.03,2329.19,0,191052,2006
2852106,175122,318138,53,1,126,0.245,5,1,1513.55,1281.31,2226.03,0,276097,2005
2852631,176033,316575,100,9,464,0.243,9,0,737.04,1449.28,3002.54,0,487603,2005
2853171,179385,317587,32,5,150,0.151,7,1,2375.12,3016.99,1364.47,0,360953,2005
2853251,177855,316885,18,4,110,0.129,9,0,752.91,1825.46,2986.68,0,224251,2006
2853515,173080,317220,20,1,130,0.309,7,0,3629.48,3399.07,110.11,0,360953,2005
2853753,174495,317231,53,1,110,0.194,7,0,2237.8,2040.33,1501.78,0,249501,2005
2853887,174561,317546,19,1,190,0.048,7,0,2114.95,1882.78,1624.63,0,439476,2005
2854429,177050,317683,100,5,135,0.072,1,0,194.18,720.1,3545.41,0,180476,2005
2854452,177620,315640,57,8,90,0.237,7,1,497.36,2640.81,3242.22,0,320425,2005
2854810,178649,316122,31,4,84,0.096,9,1,1444.56,2921.4,2295.02,0,259633,2005
2855209,175266,316758,56,1,130,0.175,7,1,1523.53,1661.7,2216.05,0,414779,2005
2855645,175889,318173,53,6,150,0.118,7,0,751.98,540.5,2987.6,0,275464,2005
2856246,176284,320761,53,9,300,0.369,7,1,294.73,2784.24,3444.86,1,457272,2006
2857011,175119,318146,53,1,110,0.118,7,0,1516.95,1285.3,2222.64,0,259633,2005
2858344,178493,315541,42,5,120,0.189,5,0,1305.23,3217.17,2434.36,0,188709,2005
2861287,177075,317538,100,13,250,0.145,7,0,186.06,811.66,3553.53,0,588923,2005
2862092,178869,314885,38,9,105,0.34,9,0,1569.9,3962.16,2169.68,0,258999,2005
2862118,178033,317860,97,9,160,0.2,7,0,1188.17,1643.8,2551.42,0,353354,2005
2862172,178542,318251,28,6,90,0.183,7,0,1685.37,2165.65,2054.22,0,205173,2005
2862641,179003,317850,60,6,150,0.128,7,1,2087.61,2612.64,1651.97,0,647273,2007
2863586,173118,316857,40,6,163,0.103,7,1,3664.25,3462.07,75.33,0,350784,2006
2863872,174765,319349,41,5,145,0.195,7,0,1437.31,2128.12,2302.27,0,266220,2006
2864740,176624,317427,53,1,230,0.554,7,1,131.83,598.02,3607.75,0,714096,2006
2865420,177783,314966,29,4,100,0.096,7,0,514.4,3317.67,3225.18,0,221638,2005
2866313,179378,317428,53,6,165,0.204,7,1,2335.42,3034.84,1404.16,0,360953,2005
2867941,176251,318295,70,8,130,0.118,7,0,405.02,346.78,3334.57,0,354620,2005
2868960,179064,315973,17,1,190,0.157,7,1,1880.19,3339.8,1859.39,0,461006,2005
2870064,178869,314885,38,6,100,0.189,7,0,1569.9,3962.16,2169.68,0,229262,2006
2870586,179378,318752,23,1,96,0.243,9,1,2439.36,3082.97,1300.22,0,280001,2006
2870860,178745,317034,34,5,144,0.123,7,1,1638.03,2534.17,2101.56,0,275303,2006
2871589,177875,317048,70,6,90,0.295,7,0,791.24,1749.63,2948.34,0,197574,2005
2872948,176523,316583,79,1,150,0.075,1,0,256.69,1401.75,3482.89,0,350784,2006
2873016,177096,317927,96,1,180,0.127,7,0,255.57,704.45,3484.02,0,595255,2005
2873127,175226,316678,52,1,140,0.122,7,0,1550.54,1747.79,2189.05,0,338256,2006
2873535,177620,315640,57,5,130,0.126,6,1,497.36,2640.81,3242.22,0,289395,2005
2873613,176625,316510,96,1,140,0.602,6,0,142.25,1486.89,3597.34,0,399643,2006
2873886,175020,318635,88,1,163,0.091,7,0,1600.81,1522.08,2138.77,0,262799,2005
2874194,178458,318245,53,4,100,0.126,8,0,1604.62,2081.57,2134.96,0,209844,2006
2874865,175928,316860,82,4,110,0.106,7,0,903.39,1211.71,2836.2,0,291902,2006
2875131,174330,316347,49,7,250,0.098,7,1,2409.81,2630.59,1329.77,0,677578,2005
2875676,179151,319332,60,7,110,0.189,7,0,2145.12,3071.57,1594.46,0,221638,2005
2875692,174561,317546,24,9,156,0.181,7,1,2114.95,1882.78,1624.63,0,385862,2006
2876784,177202,315639,53,5,110,0.218,3,0,185.22,2475.47,3554.36,0,227970,2005
2877484,178602,315630,53,5,110,0.213,7,1,1431.13,3223.94,2308.45,0,192931,2006
2878229,175122,318138,65,8,93,0.207,7,0,1513.55,1281.31,2226.03,0,276414,2005
2879324,178265,317970,66,1,110,0.173,7,1,1422.93,1871.51,2316.65,0,215482,2006
2880739,178864,316844,53,4,117,0.108,5,0,1690.2,2718.62,2049.38,0,191678,2006
2883604,174364,319697,50,6,137,0.123,6,1,1677.84,2658.99,2061.74,0,313200,2006
2883614,178554,318207,53,4,100,0.158,7,0,1706.73,2172.5,2032.85,0,196308,2005
2885268,179351,319962,53,5,123,0.126,7,1,2291.89,3560.8,1447.7,0,238032,2006
2886046,173172,317447,22,1,140,0.188,7,1,3503.5,3264.91,236.09,0,329290,2005
2886241,174826,316787,45,1,180,0.202,7,1,1962.31,1968.99,1777.28,0,478104,2005
2886388,177597,317085,54,6,125,0.235,7,1,521.97,1499.09,3217.62,0,243801,2005
2886488,175108,318633,50,9,165,0.175,6,1,1520.79,1442.27,2218.8,0,205806,2005
2886522,174540,317330,55,5,100,0.173,7,0,2172.8,1963.63,1566.78,0,225504,2006
2886974,179355,317107,53,1,155,0.185,7,1,2236.16,3087.09,1503.42,0,351454,2005
2887514,173704,316258,100,11,170,0.112,7,1,3033.41,3192.71,706.17,0,405280,2005
2888453,174502,319548,53,1,157,0.045,7,1,1608.41,2457.52,2131.18,0,379950,2005
2889034,178924,315832,39,5,125,0.118,6,1,1779.61,3318.38,1959.98,0,208973,2005
2891226,175897,317312,53,4,151,0.136,6,0,863.84,831.28,2875.74,0,237950,2007
2891807,174649,319472,51,7,124,0.117,7,1,1493.38,2296.14,2246.21,0,288144,2006
2892568,178476,315436,41,6,112,0.358,7,1,1271.79,3286.65,2467.79,0,235569,2005
2892600,176009,321384,49,7,100,0.082,7,1,302.62,3426.7,3436.97,1,231630,2005
2893197,179535,316347,55,10,110,0.491,7,1,2304.31,3539.94,1435.27,0,269352,2006
2893739,177565,315380,53,1,125,0.2,7,1,364.54,2850.56,3375.04,0,306936,2006
2894121,176523,316583,53,1,133,0.148,7,0,256.69,1401.75,3482.89,0,341955,2005
2894128,174495,316557,53,1,146,0.228,7,1,2263.93,2371.74,1475.66,0,448341,2005
2894917,179015,318043,85,8,125,0.227,7,0,2166.4,2622.25,1573.18,0,293828,2005
2895063,177614,322949,53,1,110,0.221,5,1,906.4,5117.69,2833.19,1,219240,2006
2895185,178629,316085,39,5,140,0.199,7,0,1431.56,2929.77,2308.03,0,208973,2005
2898091,173311,317207,22,6,133,0.145,7,1,3404.05,3177.46,335.54,0,341955,2005
2898379,173947,316789,46,5,132,0.08,7,0,2833.53,2720.31,906.05,0,246968,2005
2899381,178542,318251,29,4,86,0.101,7,1,1685.37,2165.65,2054.22,0,225504,2006
2900838,178762,315130,41,1,82,0.125,7,0,1503.05,3704.68,2236.54,0,221638,2005
2901021,179167,319030,26,1,120,0.183,7,1,2193.13,2965.97,1546.46,0,357048,2006
2901023,179149,319284,52,5,116,0.151,5,0,2146.48,3048.93,1593.11,0,206712,2006
2901395,174298,317254,55,5,113,0.05,7,1,2425.09,2217.16,1314.5,0,268498,2005
2901587,173148,317043,40,6,100,0.21,7,0,3594.06,3377.52,145.53,0,244296,2006
2901672,175264,317060,90,1,150,0.103,7,0,1540.31,1455.9,2199.27,0,394632,2006
2902034,179386,319254,53,1,155,0.09,7,1,2385.15,3252.8,1354.43,0,309026,2005
2905225,179269,319706,50,9,182,0.318,7,1,2260.58,3354.28,1479,0,300672,2006
2906726,175742,316641,53,5,200,0.181,5,1,1034.76,1487.92,2704.82,0,357048,2006
2907646,178351,317688,26,5,137,0.103,9,0,1419.86,1978.97,2319.72,0,329290,2005
2907855,177996,317277,100,1,150,0.123,7,0,952.23,1749.43,2787.35,0,260899,2005
2909129,174523,318560,59,5,100,0.28,7,1,2040.56,1958.57,1699.03,0,259956,2006
2909564,178166,317832,65,4,90,0.204,7,0,1300.61,1778.56,2438.98,0,199195,2006
2910687,175239,317985,53,1,147,0.224,7,0,1393.53,1154.4,2346.05,0,379950,2005
2911677,175686,317623,25,5,115,0.049,7,0,993.32,791.84,2746.27,0,372708,2006
