ID,COORDS_X,COORDS_Y,AGE,BEDROOMS,HOUSESIZE,LOTSIZE,INQUALITY,PARKING,DISTAMEN,DISTCBD,PROXAMEN,DFLOOD100,PRICE_REGR,YEAR
1311223,174026,317112,53,7,110,0.311,7,1,2721.62,2521.03,1017.96,0,322958,2005
1311267,176009,316747,100,8,185,1.011,3,1,794.74,1290.35,2944.85,0,350821,2005
1311336,177682,314907,29,4,90,0.275,7,0,410.79,3330.98,3328.79,0,212139,2005
1311488,174368,319516,23,4,91,0.547,7,1,1746,2542.61,1993.59,0,230503,2005
1311504,177757,318707,70,5,120,0.345,7,0,831.37,1545.76,2908.22,0,186176,2005
1312333,177713,314985,29,4,92,0.558,7,0,445.35,3271.58,3294.23,0,208973,2005
1312837,176592,313990,100,10,165,0.918,7,1,47.17,3993.57,3692.42,0,432216,2006
1313170,179151,319332,60,7,90,1.083,6,0,2145.12,3071.57,1594.46,0,205173,2005
1313561,177538,319827,53,3,137,5.25,7,1,537.79,2173.82,3201.79,0,234303,2005
1313957,176528,316514,65,11,162,0.876,7,0,238.58,1470.91,3501.01,0,354620,2005
1314009,176879,317702,53,4,100,0.188,5,0,28.37,558.9,3711.22,0,240635,2005
1314816,179318,316676,53,1,121,26.98,5,1,2103.91,3201.49,1635.68,0,252034,2005
1316775,176400,316642,53,1,163,0.583,7,0,390.02,1336.77,3349.56,0,443275,2005
1317142,176531,316504,53,6,120,0.322,7,1,234.01,1481.15,3505.57,0,352087,2005
1317457,179554,316683,53,4,110,0.73,7,0,2338.97,3415.75,1400.61,0,227970,2005
1317996,178508,317530,57,4,170,0.225,7,1,1515.15,2161.58,2224.43,0,334356,2005
1318114,179652,319267,41,4,128,2.21,9,0,2649.31,3503.82,1090.27,0,259633,2005
1319219,178800,317481,63,6,124,0.918,5,0,1781.71,2457.41,1957.88,0,227970,2005
1320244,179293,317003,52,9,175,1.121,7,0,2146.17,3059.23,1593.42,0,319791,2005
1321021,178824,315593,43,6,110,0.253,8,0,1640.05,3405.69,2099.54,0,221638,2005
1321528,178101,319711,36,5,110,0.73,7,1,1107.98,2432.25,2631.6,0,243801,2005
1322265,177609,315954,32,5,150,0.758,7,1,504.37,2361.56,3235.21,0,354620,2005
1323556,179296,319778,47,1,115,0.71,9,0,2273.51,3414.83,1466.07,0,335623,2005
1323614,179388,318872,23,1,95,0.725,7,1,2429.95,3124.81,1309.63,0,322958,2005
1323657,174072,317743,52,1,200,0.711,7,1,2573.92,2333.29,1165.66,0,443275,2005
1323732,174364,317312,57,4,137,0.637,7,0,2348.95,2136.09,1390.64,0,262799,2005
1325247,175176,317910,53,1,245,0.711,7,1,1459.58,1219.33,2280,0,406547,2005
1327658,177556,314856,30,5,75,0.784,7,0,282.28,3332.05,3457.3,0,211506,2005
1328122,178542,318251,28,1,80,0.228,9,0,1685.37,2165.65,2054.22,0,214039,2005
1328307,177713,314985,29,5,92,0.547,7,0,445.35,3271.58,3294.23,0,200448,2006
1328901,179070,318880,23,1,189,1.207,7,1,2114.12,2824.1,1625.46,0,391349,2005
1331641,179350,319788,40,4,136,0.941,9,1,2324.51,3466.05,1415.07,0,256415,1997
1334104,174649,319472,51,5,136,0.241,7,1,1493.38,2296.14,2246.21,0,311162,1997
1334105,178931,314998,38,4,99,0.172,7,0,1661.95,3914.48,2077.64,0,162858,1997
1338214,178873,316697,34,5,136,0.317,7,1,1667.09,2791.17,2072.5,0,228694,1997
1338523,179471,319146,53,5,137,0.172,7,0,2480.09,3291.34,1259.5,0,197508,1997
1339597,176079,321397,48,5,82,0.446,7,1,347.84,3432.5,3391.74,1,236836,2005
1340077,179652,319267,41,5,137,0.918,9,0,2649.31,3503.82,1090.27,0,218300,1997
1340982,174204,317143,53,5,120,2.32,7,1,2541.33,2343.45,1198.25,0,190579,1997
1341373,175108,319159,90,5,152,0.561,5,1,1231.77,1744.98,2507.81,0,148998,1997
1341446,177568,317272,85,6,136,0.428,7,0,542.03,1370.78,3197.55,0,221765,1997
1344004,179003,317850,70,5,190,0.299,7,0,2087.61,2612.64,1651.97,0,329290,2005
1345834,177620,315640,55,4,120,0.58,7,0,497.36,2640.81,3242.22,0,173253,1997
1345856,177367,315427,100,6,136,0.532,7,0,189.54,2731.1,3550.04,0,207904,1997
1347721,178699,314727,33,5,117,0.918,7,1,1352.98,3986.04,2386.61,0,187114,1997
1348205,178284,317921,65,4,112,0.5,5,0,1439.63,1891.37,2299.95,0,131672,1997
1349072,173436,319431,27,5,103,0.688,7,0,2603.54,3294.61,1136.04,0,165629,1997
1349139,178594,315572,41,4,144,0.12,7,1,1410.39,3261.03,2329.19,0,162858,1997
1349629,176059,318013,100,4,124,0.826,7,0,573.24,336.16,3166.35,0,166323,1997
1350711,177430,316249,31,5,131,0.23,7,1,232.1,2016.52,3507.48,0,186421,1997
1350779,177578,315365,48,6,136,0.459,7,1,373.56,2869.58,3366.02,0,272355,1997
1351595,177528,315564,90,5,136,0.327,7,1,381.59,2667.95,3357.99,0,273740,1997
1353073,175902,316735,65,5,124,0.549,7,0,896.01,1337.32,2843.57,0,258147,1997
1353092,173180,316935,40,5,129,0.812,7,1,3585.64,3378.58,153.94,0,183649,1997
1354372,178810,314608,40,5,136,0.342,7,1,1423.46,4147.37,2316.12,0,304925,1997
1354672,174198,316672,45,5,146,0.918,7,1,2571.18,2554.83,1168.4,0,213448,1997
1355056,175060,318075,52,4,129,0.272,7,0,1573.27,1336.85,2166.31,0,193351,1997
1355848,174286,317600,54,5,143,0.371,7,1,2379.09,2141.12,1360.49,0,239089,1997
1356332,176531,316504,65,6,134,0.389,7,0,234.01,1481.15,3505.57,0,225230,1997
1356444,177859,315047,29,4,99,0.361,7,1,596.65,3277.57,3142.93,0,176718,1997
1357374,175913,317729,100,4,86,0.274,7,0,751.11,541.48,2988.47,0,164591,1997
1358240,173148,317043,40,4,120,0.161,9,1,3594.06,3377.52,145.53,0,193351,1997
1359056,179564,316693,48,5,155,0.439,7,1,2350.1,3421.23,1389.48,0,241169,1997
1363759,174540,317330,56,4,96,0.087,7,1,2172.8,1963.63,1566.78,0,166323,1997
1364364,179417,316421,53,4,189,0.427,7,1,2185.6,3401.14,1553.98,0,256415,1997
1365007,176514,316328,63,5,155,0.2,7,1,231.98,1655.14,3507.6,0,169788,1997
1366294,177878,317367,85,6,172,0.61,7,0,866.06,1605.63,2873.53,0,218300,1997
1366426,175108,319159,64,4,120,0.368,5,0,1231.77,1744.98,2507.81,0,131672,1997
1366899,175967,321299,50,6,137,0.164,7,1,294.98,3347.34,3444.61,1,173253,1997
1367046,174423,319388,50,5,120,0.459,7,0,1734.48,2422.39,2005.11,0,220031,1997
1368200,178548,317268,83,4,149,0.4,5,0,1490.24,2268.7,2249.34,0,172560,1997
1368293,177685,319420,100,4,165,0.183,7,0,676.49,1935.17,3063.1,0,146918,1997
1369222,173686,317800,59,4,132,0.196,7,1,2953.62,2713.22,785.97,0,197336,1997
1369266,177654,316314,33,6,163,0.168,7,0,431.74,2088.12,3307.85,0,182262,1997
1370800,179463,319917,43,4,174,0.254,7,0,2410.44,3630.13,1329.15,0,228002,1997
1371967,178608,315021,35,5,113,0.38,9,1,1341.06,3694.83,2398.52,0,190579,1997
1372318,176531,316504,65,6,161,0.83,7,0,234.01,1481.15,3505.57,0,218300,1997
1372649,174413,319160,26,4,94,0.21,7,1,1836.79,2305.85,1902.8,0,213101,1997
1372835,173725,317022,48,5,129,0.396,7,1,3035.37,2834.67,704.21,0,192658,1997
1373402,177859,315047,30,4,103,0.771,7,0,596.65,3277.57,3142.93,0,161126,1997
1374715,175686,317623,25,4,146,0.556,9,1,993.32,791.84,2746.27,0,261959,1997
1375427,173875,316953,45,4,117,0.224,7,0,2907.47,2719.23,832.12,0,173253,1997
1376883,174029,317477,55,6,172,0.436,7,1,2651.27,2417,1088.31,0,259881,1997
1377917,174364,317312,56,5,137,0.389,7,1,2348.95,2136.09,1390.64,0,190579,1997
1379850,173907,315947,45,4,148,0.487,9,1,2845.27,3210.88,894.31,0,256415,1997
1381240,175660,317553,92,5,172,0.166,7,0,1030.82,848.04,2708.77,0,225230,1997
1382175,178801,317430,62,6,163,0.396,7,0,1770.75,2469.22,1968.83,0,225230,1997
1382225,173399,316899,40,5,137,0.305,7,1,3381.59,3183.05,357.99,0,178797,1997
1382739,173311,316545,42,8,136,0.479,7,1,3440.07,3399.45,299.52,0,297995,1997
1384332,174800,319414,41,4,131,1.416,7,0,1377.18,2144.4,2362.4,0,173253,1997
1385294,173901,317442,55,5,120,0.273,7,0,2783.1,2549.48,956.49,0,183649,1997
1385710,175020,318635,100,6,144,0.183,5,0,1600.81,1522.08,2138.77,0,176718,1997
1386821,175196,317048,100,6,186,0.183,7,0,1608.99,1516.6,2130.6,0,176718,1997
1386914,179578,319423,41,5,125,0.372,7,1,2568.67,3496.6,1170.91,0,193351,1997
1387930,175308,316883,44,4,172,0.183,5,1,1508.14,1542.33,2231.45,0,176718,1997
1388446,175035,319066,95,5,137,5.83,7,0,1339.92,1739.86,2399.66,0,202360,1997
1388526,174091,316554,46,5,136,0.17,7,1,2665.07,2707.52,1074.52,0,222457,1997
1390291,177653,322890,50,5,120,0.41,7,1,961.2,5069.96,2778.38,1,180184,1997
1392632,178509,317543,62,6,137,0.423,7,0,1520.11,2159.9,2219.48,0,194043,1997
1395573,178856,315577,43,4,125,0.74,7,1,1668.6,3439.75,2070.98,0,164591,1997
1395574,177475,315380,100,4,151,0.267,5,1,278.69,2814.77,3460.89,0,187114,1997
1396218,178482,317466,53,5,136,0.645,7,1,1471.29,2150.51,2268.29,0,204439,1997
1397210,179493,316808,50,6,155,0.19,7,1,2296.95,3313.18,1442.64,0,202360,1997
1397579,178629,314950,35,5,118,0.228,7,1,1358.11,3764.33,2381.47,0,174987,1997
1397946,174198,316672,46,4,137,0.97,5,1,2571.18,2554.83,1168.4,0,178797,1997
1398528,175141,318082,65,4,144,0.277,7,0,1492.61,1256.63,2246.97,0,194043,1997
1399064,179295,316941,57,5,141,0.97,7,1,2131.7,3081.45,1607.89,0,172560,1997
1399431,179450,317224,41,7,136,0.458,5,1,2364.44,3148.26,1375.14,0,284136,1997
1400240,175896,316500,85,7,137,0.229,7,0,864.49,1560.16,2875.09,0,263344,1997
1400319,177654,316314,28,5,131,0.457,7,0,431.74,2088.12,3307.85,0,180184,1997
1400645,177486,315381,53,4,136,0.97,7,0,289.41,2818.09,3450.18,0,218300,1997
1400676,179564,316693,48,6,164,0.989,7,1,2350.1,3421.23,1389.48,0,228694,1997
1400689,178699,314727,33,4,131,0.97,7,1,1352.98,3986.04,2386.61,0,193351,1997
1401868,173405,319295,26,4,103,0.261,9,0,2699.3,3265.32,1040.29,0,147265,1997
1402946,178967,315668,42,4,120,0.97,7,0,1795.23,3458.62,1944.36,0,193351,1997
1404009,174454,317242,57,4,93,0.17,9,0,2275.24,2074.59,1464.35,0,178797,1997
1404528,178284,317921,65,4,124,0.46,7,0,1439.63,1891.37,2299.95,0,155929,1997
1404646,177066,323238,69,5,138,0.97,7,1,301.89,5301.84,3437.7,1,142068,1997
1404882,178874,317250,84,5,113,0.97,7,0,1808.59,2585.31,1931,0,166323,1997
1405520,179471,319146,100,5,177,0.391,7,0,2480.09,3291.34,1259.5,0,226962,1997
1405714,173873,316962,48,4,120,0.97,7,1,2907.12,2717.7,832.47,0,193351,1997
1410032,175032,318142,100,5,136,0.496,5,0,1603.64,1371.13,2135.94,0,197508,1997
1410719,179057,317950,85,3,165,0.462,7,1,2172.91,2663.61,1566.68,0,194043,1997
1410723,178302,318312,29,4,94,0.97,7,0,1437.91,1937.35,2301.68,0,148998,1997
1410724,177579,316326,31,5,137,0.186,7,1,355.79,2033.96,3383.8,0,195430,1997
1410726,174323,317599,55,4,131,0.463,7,0,2342.63,2104.9,1396.95,0,181915,1997
1410727,178607,316883,90,5,136,0.97,7,1,1455.81,2469.85,2283.78,0,223150,1997
1412059,174288,319277,49,5,92,0.359,7,1,1900.92,2473.4,1838.67,0,176718,1997
1413205,179004,319603,46,5,120,0.475,7,1,1998.67,3074.46,1740.91,0,218300,1997
1413635,178917,317464,60,6,155,0.461,7,1,1891.41,2575.44,1848.18,0,242554,1997
1413765,176954,317723,53,4,103,0.378,7,0,105.61,616.15,3633.98,0,214834,1997
1414191,178578,317414,62,5,165,0.263,7,1,1550.06,2256.31,2189.52,0,204439,1997
1414842,173785,317499,56,6,86,0.5,5,0,2889.46,2652.09,850.13,0,164591,1997
1415445,175119,318146,65,5,146,0.498,5,0,1516.95,1285.3,2222.64,0,194043,1997
1416241,174266,319903,49,5,136,1.37,7,1,1648.72,2868.43,2090.86,0,197508,1997
1416804,177809,317303,90,6,136,0.499,7,0,780.23,1568.55,2959.35,0,221765,1997
1417759,178854,315461,43,5,137,0.646,7,1,1649.98,3520.33,2089.6,0,171521,1997
1418890,173924,315773,42,4,158,0.274,7,1,2851.52,3311.01,888.06,0,218300,1997
1419456,179556,316960,44,6,151,0.304,7,1,2389.58,3322.48,1350,0,255722,1997
1419873,175122,318138,63,6,172,0.27,7,0,1513.55,1281.31,2226.03,0,192311,1997
1420035,178154,317925,65,5,127,1.015,7,0,1309.83,1761.32,2429.76,0,163551,1997
1420037,176365,320812,58,4,113,0.488,7,0,375.38,2833.23,3364.2,1,160293,1997
1421300,175751,317339,67,4,129,0.243,5,0,999.21,906.65,2740.38,0,230427,1997
1421781,178698,317737,85,4,137,1.005,7,0,1762.35,2317.12,1977.23,0,259881,1997
1422386,174112,315803,45,4,137,0.275,7,1,2661.15,3152.5,1078.44,0,232159,1997
1424438,173215,317002,40,4,120,0.377,7,0,3536.82,3325.01,202.77,0,168056,1997
1425036,175068,318528,62,8,172,0.596,5,1,1556.83,1434.65,2182.75,0,213101,1997
1426648,177878,317367,85,5,156,0.32,5,0,866.06,1605.63,2873.53,0,204439,1997
1429258,177886,315125,41,5,158,0.229,7,0,635.61,3220.42,3103.97,0,266809,1997
1431817,177565,315380,53,5,127,0.226,7,1,364.54,2850.56,3375.04,0,232159,1997
1432122,177786,315099,31,4,109,0.319,7,0,533.66,3198.7,3205.93,0,166323,1997
1432906,179570,317260,100,8,134,0.369,7,0,2489.5,3256.74,1250.09,0,150336,2006
1433230,179386,319254,44,5,155,0.955,7,1,2385.15,3252.8,1354.43,0,275820,1997
1435807,179057,317950,60,7,141,0.241,5,1,2172.91,2663.61,1566.68,0,197508,1997
1436306,173947,316789,46,5,137,0.214,7,0,2833.53,2720.31,906.05,0,187114,1997
1437073,175028,318839,61,6,127,0.459,7,0,1466.67,1613.73,2272.91,0,187114,1997
1438648,178967,315668,44,5,151,0.444,7,0,1795.23,3458.62,1944.36,0,138603,1997
1438730,174413,319160,26,4,94,0.311,9,1,1836.79,2305.85,1902.8,0,228694,1997
1439149,174938,318091,85,7,172,0.324,5,0,1695.81,1459.69,2043.77,0,194043,1997
1439203,178553,317560,60,4,172,4.93,7,1,1567.22,2199.71,2172.37,0,259881,1997
1440018,173210,319160,52,5,177,0.593,9,1,2936.15,3395.38,803.44,0,263344,1997
1440296,179652,319267,40,4,131,0.688,7,0,2649.31,3503.82,1090.27,0,166323,1997
1441566,178762,315130,41,4,86,0.229,7,0,1503.05,3704.68,2236.54,0,142068,1997
1442121,175731,316638,60,4,155,0.459,7,0,1045.12,1495.46,2694.46,0,247752,1997
1442547,178205,317725,100,5,173,0.459,9,0,1296.23,1829.19,2443.36,0,242554,1997
1443011,174843,317719,60,5,151,0.459,5,1,1810.79,1571.99,1928.79,0,249485,1997
1443064,179219,318675,67,5,132,0.229,7,0,2293.3,2909.95,1446.29,0,218300,1997
1443456,175020,318635,100,7,136,0.316,7,1,1600.81,1522.08,2138.77,0,339576,1997
1443949,179350,319788,100,6,136,1.424,5,0,2324.51,3466.05,1415.07,0,223497,1997
1444923,174318,319044,53,7,163,0.697,7,1,1975.35,2332.73,1764.23,0,225922,1997
1445539,176273,320544,100,10,136,0.394,7,1,96.54,2567.92,3643.05,1,195776,1997
1446101,174403,319550,50,4,146,0.366,7,1,1703.04,2535.74,2036.54,0,218300,1997
1446676,174403,319550,50,4,137,0.231,7,1,1703.04,2535.74,2036.54,0,214834,1997
1446677,175239,317985,87,6,136,0.663,7,0,1393.53,1154.4,2346.05,0,269583,1997
1447148,176179,318129,100,5,137,0.233,7,0,458.88,261.79,3280.7,0,225230,1997
1449279,174198,316672,46,5,137,0.258,5,1,2571.18,2554.83,1168.4,0,173253,1997
1449354,174364,317312,56,5,134,0.214,7,1,2348.95,2136.09,1390.64,0,187114,1997
1450838,179218,319558,49,4,132,1.002,7,1,2210.67,3235.92,1528.92,0,213101,1997
1452175,178832,314731,31,5,153,1.128,7,1,1479.64,4061.21,2259.94,0,227308,1997
1456476,177507,317014,54,4,137,0.668,7,0,421.88,1473.33,3317.71,0,145063,1996
1456484,177960,319292,90,6,120,0.345,7,0,962.65,2044.08,2776.94,0,130910,1996
1456882,178284,317921,65,4,124,0.474,7,0,1439.63,1891.37,2299.95,0,143647,1996
1456892,175119,318146,60,5,120,0.326,7,0,1516.95,1285.3,2222.64,0,141525,1996
1457191,174204,317143,53,5,120,0.2,7,0,2541.33,2343.45,1198.25,0,158508,1996
1457677,178524,315975,32,4,93,0.264,7,1,1355.42,2924.69,2384.17,0,155678,1996
1458649,173180,316935,40,5,137,0.229,7,1,3585.64,3378.58,153.94,0,194598,1996
1458660,177539,318591,85,3,99,0.721,9,0,633.27,1298.83,3106.31,0,123835,1996
1458988,176625,316510,29,5,129,1.237,7,1,142.25,1486.89,3597.34,0,194598,1996
1460781,179430,317601,32,5,137,0.573,7,1,2422.13,3059.85,1317.45,0,238470,1996
1461262,175972,316647,64,6,175,0.351,5,1,808.93,1396.84,2930.65,0,198134,1996
1464261,174842,318315,48,5,158,0.475,7,1,1794.96,1587.38,1944.63,0,175138,1996
1464483,175060,319487,100,3,103,0.277,5,0,1111.9,2013.05,2627.69,0,99067,1996
1465273,178909,315287,43,5,94,0.516,7,0,1670.82,3684.12,2068.76,0,155678,1996
1465298,176954,317723,53,3,136,0.194,7,0,105.61,616.15,3633.98,0,113220,1996
1465724,176211,316444,64,6,180,0.143,5,1,545.44,1545.55,3194.14,0,293665,1996
1466050,173883,316690,47,5,141,0.203,7,1,2886.39,2821.82,853.2,0,176906,1996
1467345,177775,316340,30,5,120,0.218,7,1,547.58,2143.37,3192,0,183983,1996
1469025,174765,319349,42,5,156,0.313,7,0,1437.31,2128.12,2302.27,0,219364,1996
1469469,174101,315823,45,6,182,0.326,9,1,2668.82,3146.73,1070.77,0,283050,1996
1469898,178762,315130,41,4,142,0.97,9,1,1503.05,3704.68,2236.54,0,172660,1996
1470315,177620,315640,50,4,137,0.593,7,0,497.36,2640.81,3242.22,0,198134,1996
1470663,174012,315806,43,4,148,0.247,7,1,2759.38,3223.58,980.21,0,183983,1996
1471601,178762,315130,41,4,120,1.157,7,0,1503.05,3704.68,2236.54,0,134448,1996
1471605,176511,319429,27,4,88,4.95,7,0,72.68,1454.89,3666.91,0,134448,1996
1471661,177482,318463,100,4,112,0.97,7,0,604.59,1191.35,3134.99,0,120297,1996
1471951,173548,319426,28,4,112,0.671,9,0,2509.14,3192.19,1230.45,0,137987,1996
1472034,177515,316102,32,4,110,0.321,7,1,385.25,2186.3,3354.34,0,166291,1996
1472065,179678,317224,33,5,172,0.97,7,1,2579.58,3370.04,1160.01,0,244130,1996
1472364,178930,318757,26,6,189,0.35,9,1,1999.63,2653.15,1739.95,0,286588,1996
1474621,177751,316293,33,6,153,0.257,7,1,530.82,2164.38,3208.77,0,199550,1996
1476839,175327,317602,100,3,137,0.668,5,0,1350.48,1131,2389.11,0,116759,1996
1476854,175967,321299,50,6,149,0.86,7,0,294.98,3347.34,3444.61,1,183983,1996
1477676,177622,322878,45,4,137,0.232,7,1,935.26,5050.71,2804.33,1,145063,1996
1478062,175196,317048,82,7,189,0.162,5,0,1608.99,1516.6,2130.6,0,169830,1996
1479520,177751,316293,32,5,137,0.427,7,1,530.82,2164.38,3208.77,0,174784,1996
1479521,173852,317415,55,5,155,0.674,7,1,2835.7,2603.12,903.88,0,187521,1996
1481526,178154,317925,67,4,103,0.856,7,0,1309.83,1761.32,2429.76,0,128080,1996
1482135,178859,315113,41,5,113,0.247,7,1,1597.82,3780.3,2141.77,0,145063,1996
1482136,176168,318378,100,4,172,0.592,9,0,479.39,458.43,3260.2,0,187521,1996
1482484,179021,315780,85,5,186,0.507,7,0,1874.49,3426.06,1865.1,0,198134,1996
1487734,179214,319234,52,6,137,0.651,7,0,2215.52,3087.13,1524.06,0,157800,1996
1489622,175797,316559,60,5,136,5.557,5,0,969.38,1539.93,2770.21,0,231747,1996
1489769,177508,315247,90,4,140,0.419,3,0,289.48,2950.3,3450.1,0,145063,1996
1492123,179217,318924,64,5,168,1.18,7,1,2253.64,2977.45,1485.95,0,205211,1996
1492186,179208,319782,52,4,99,2.26,7,0,2186.43,3342.52,1553.15,0,169122,1996
1492904,176610,316406,60,5,137,4.51,7,0,144.65,1587.58,3594.94,0,183275,1996
1492905,178883,316318,53,5,182,3,3,1,1653.91,2992.57,2085.67,0,176906,1996
1494958,179075,318245,53,4,146,0.504,7,1,2207.69,2694.64,1531.9,0,176198,1996
1495400,174449,319177,26,4,91,0.553,9,1,1797,2283.88,1942.58,0,201673,1996
1495921,176531,316436,85,6,136,0.832,7,0,226.28,1548.86,3513.31,0,251207,1996
1497614,179151,319332,60,5,124,0.415,5,0,2145.12,3071.57,1594.46,0,145063,1996
1499443,179021,315780,100,4,82,0.509,9,0,1874.49,3426.06,1865.1,0,162753,1996
1499578,174826,316787,46,5,137,0.344,7,1,1962.31,1968.99,1777.28,0,232101,1996
1500762,177581,321336,82,4,117,0.324,7,0,995.94,3560.92,2743.65,0,212287,1996
1501975,175888,316670,53,5,132,0.344,7,1,895.69,1402.95,2843.9,0,222902,1996
1502385,178645,314940,37,5,103,0.998,7,0,1370.76,3781.89,2368.82,0,147894,1996
1502918,178762,315130,41,4,120,0.494,7,0,1503.05,3704.68,2236.54,0,134448,1996
1503690,175363,316919,53,6,136,0.103,7,0,1463.18,1478.11,2276.41,0,206125,1996
1504149,179016,317942,100,3,136,0.426,7,0,2131.68,2622.72,1607.91,0,187521,1996
1507325,174449,319177,26,4,91,0.262,9,1,1797,2283.88,1942.58,0,203088,1996
1507327,177418,315638,100,6,155,0.454,7,0,329.74,2555.11,3409.85,0,147186,1996
1507797,174298,317254,56,5,129,0.373,7,0,2425.09,2217.16,1314.5,0,170538,1996
1508228,174070,318821,51,4,137,0.97,3,1,2301.67,2471.27,1437.91,0,160631,1996
1508689,174417,316496,68,6,182,0.97,7,1,2334.64,2470.73,1404.94,0,281635,1996
1510602,176610,316406,65,7,172,0.939,5,1,144.65,1587.58,3594.94,0,222902,1996
1510724,178039,317535,80,8,186,0.266,7,0,1074.18,1704.29,2665.41,0,208749,1996
1510926,178900,315962,36,5,119,0.218,9,1,1722.61,3217.07,2016.97,0,185751,1996
1511873,174502,319548,60,6,155,0.195,7,1,1608.41,2457.52,2131.18,0,217594,1996
1512219,175955,316850,100,4,158,0.341,3,0,874.64,1210.91,2864.95,0,155678,1996
1512228,175041,319218,55,8,131,0.475,5,0,1267.48,1834.23,2472.11,0,180444,1996
1514174,176592,313990,100,4,155,0.266,7,1,47.17,3993.57,3692.42,0,279512,1996
1516447,179517,319261,44,5,155,0.97,7,1,2515.14,3376.36,1224.44,0,207335,1996
1516448,173986,317426,56,5,155,2.11,7,0,2701.66,2469.99,1037.92,0,190351,1996
1516767,173405,319295,26,4,103,0.282,7,0,2699.3,3265.32,1040.29,0,160985,1996
1518569,178758,316150,35,5,110,0.642,7,1,1547.82,2989.14,2191.76,0,184691,1996
1518570,178987,315080,42,6,131,0.569,9,0,1722.77,3889.52,2016.82,0,188935,1996
1518667,174388,319103,30,4,136,0.97,9,1,1885.59,2298.95,1854,0,215826,1996
1519216,178756,316076,35,5,120,0.236,9,0,1557.97,3033.42,2181.61,0,171953,1996
1519729,174120,317079,53,4,112,0.229,7,1,2638.5,2444.93,1101.08,0,176906,1996
1520755,178819,317417,60,4,120,0.97,7,0,1785.47,2489.68,1954.11,0,176906,1996
1521781,177606,318167,57,9,136,0.206,7,0,784.36,1227.03,2955.22,0,191059,1996
1522004,177496,319963,27,4,103,0.97,7,0,470.75,2269.86,3268.83,0,140817,1996
1523731,175501,317544,94,8,172,0.97,5,0,1188.62,992.68,2550.97,0,187521,1996
1524213,174462,317361,56,5,131,0.97,7,0,2243.59,2027.76,1495.99,0,191059,1996
1526160,175731,316638,61,5,137,0.97,3,1,1045.12,1495.46,2694.46,0,212287,1996
1527229,176301,316309,64,3,144,0.244,5,1,441.53,1672.29,3298.05,0,254745,1996
1527477,177584,322896,46,5,127,0.97,7,1,893.6,5059.09,2845.99,1,162753,1996
1528135,178678,316228,33,4,103,0.97,7,0,1457.5,2878.17,2282.09,0,166291,1996
1528505,177516,316276,32,5,123,0.339,7,1,303.59,2039.45,3435.99,0,169122,1996
1528921,178964,314603,40,4,136,0.585,7,1,1571.71,4242.92,2167.87,0,250499,1996
1530706,176222,316316,65,5,188,0.97,5,1,520.82,1671.55,3218.76,0,297203,1996
1530905,177685,319420,100,8,136,0.97,7,0,676.49,1935.17,3063.1,0,152140,1996
1533597,176685,315765,66,8,136,0.382,7,1,95.98,2232.83,3643.61,0,208749,1996
1533984,175646,316903,65,5,120,0.97,7,0,1186.1,1309.92,2553.48,0,237054,1996
1534466,177680,316363,31,5,124,0.286,7,1,450.64,2065.36,3288.95,0,183983,1996
1534765,173970,316848,45,5,129,0.225,7,0,2817.99,2674.17,921.59,0,180444,1996
1535603,178859,315113,41,4,120,0.97,7,0,1597.82,3780.3,2141.77,0,141525,1996
1536332,173686,317800,59,5,132,0.229,7,1,2953.62,2713.22,785.97,0,201673,1996
1537720,179386,319254,44,4,155,0.97,7,1,2385.15,3252.8,1354.43,0,194598,1996
1537786,174182,319870,50,5,144,0.97,9,1,1738.05,2909.71,2001.53,0,222902,1996
1539207,173673,319290,27,4,120,0.97,7,0,2476.57,3019.82,1263.02,0,145063,1996
1539794,178184,317624,85,7,172,0.344,7,0,1241.03,1825.31,2498.55,0,226440,1996
1541072,174649,319472,51,5,165,0.97,7,1,1493.38,2296.14,2246.21,0,232809,1996
1545841,178930,315016,43,4,122,0.333,7,0,1662.49,3900.14,2077.1,0,166291,1996
1546203,179593,319292,41,5,120,0.293,7,1,2588.75,3458.43,1150.84,0,215826,1996
1546761,178520,317542,60,6,153,0.308,5,1,1530.26,2170.88,2209.33,0,191059,1996
1546921,178859,315113,41,4,120,0.715,7,0,1597.82,3780.3,2141.77,0,137987,1996
1548858,179430,317601,32,5,155,0.302,7,1,2422.13,3059.85,1317.45,0,239884,1996
1549457,178815,314746,33,4,117,0.219,7,1,1468.5,4039.01,2271.09,0,190351,1996
1550015,175698,317448,35,7,151,12.15,9,1,1018.52,874.83,2721.06,0,226440,1996
1551476,175196,317048,53,5,155,0.326,7,0,1608.99,1516.6,2130.6,0,188581,1996
1552422,178392,317564,84,4,136,0.297,7,1,1416.22,2041.08,2323.37,0,237054,1996
1552551,178493,316063,31,4,112,0.194,7,1,1303.29,2842.15,2436.3,0,159216,1996
1553249,178265,317970,65,4,120,0.231,7,1,1422.93,1871.51,2316.65,0,159216,1996
1553559,175071,316479,56,4,158,0.282,5,1,1682.82,1999.48,2056.76,0,237054,1996
1555136,179540,319487,42,4,144,0.417,7,1,2530.61,3489.21,1208.98,0,215826,1996
1556197,174388,319103,30,5,172,0.618,7,1,1885.59,2298.95,1854,0,212287,1996
1556351,179126,317542,99,5,139,0.344,7,0,2112.77,2767.15,1626.81,0,178676,1996
